sample_idx,patient_id,condition,task,electrode,file_path,prop_above_pos,prop_below_neg,high_activity,UMAP_1,UMAP_2,cluster_kmeans_raw,silhouette
334,EL040,reading,LM,aH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_aH_L9_TN.npy,0.02524547803617571,0.0003875968992248062,True,4.641197,3.2275772,3,-0.027524842
335,EL040,reading,LM,aH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_aH_R13_TN.npy,0.015219638242894056,0.04369509043927649,True,1.2695616,3.2712283,1,0.0077208304
336,EL040,reading,LM,FP,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_FP_R1_TN.npy,0.021731266149870802,0.0013436692506459949,True,6.9191074,1.6482829,3,0.037464622
337,EL040,reading,LM,iNH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_iNH_R17_TN.npy,0.028914728682170543,0.0008010335917312661,True,4.5441785,3.320275,0,0.03805807
338,EL040,reading,LM,iNH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_iNH_R18_TN.npy,0.06018087855297158,0.0016795865633074936,True,4.270323,3.3076503,0,0.120155446
339,EL040,reading,LM,iNH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_iNH_R1_TN.npy,0.020051679586563308,0.0009560723514211887,True,4.523248,3.2630172,0,0.037093267
340,EL040,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_pH_R11_TN.npy,0.025219638242894058,0.00124031007751938,True,4.311146,3.5245035,0,0.061047338
341,EL040,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_pH_R12_TN.npy,0.05635658914728682,0.0012919896640826874,True,4.375584,3.5272844,0,0.09661664
342,EL040,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_pH_R13_TN.npy,0.1072609819121447,0.003359173126614987,True,4.333292,3.2810452,0,0.15828948
343,EL040,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_pH_R14_TN.npy,0.18976744186046512,0.012790697674418604,True,4.14459,3.0191286,0,0.17182313
344,EL040,reading,LM,PHG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_PHG_R12_TN.npy,0.029224806201550386,0.004521963824289405,True,2.5856178,4.029917,0,0.10759711
345,EL040,reading,LM,pPVH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_pPVH_L16_TN.npy,0.0534625322997416,0.0017571059431524547,True,4.2811413,3.3843012,0,0.08116394
346,EL042,audio,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_EntG_R7_TN.npy,0.0041085271317829455,0.04545219638242894,True,7.9425364,4.79501,3,0.056643613
347,EL042,audio,LM,STG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_STG_R2_TN.npy,0.02118863049095607,0.005581395348837209,True,7.710043,4.2237177,3,0.06099175
348,EL042,audio,LM,STG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_STG_R4_TN.npy,0.03496124031007752,0.02739018087855297,True,7.7931557,4.3423758,3,0.033055577
349,EL042,audio,LM,STG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_STG_R5_TN.npy,0.06320413436692507,0.025426356589147287,True,7.7719927,4.326503,3,0.042189054
350,EL042,audio,LM,STG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_STG_R6_TN.npy,0.10121447028423773,0.03152454780361757,True,7.765641,4.284529,3,0.028884793
351,EL042,audio,LM,STG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_STG_R9_TN.npy,0.035633074935400515,0.025607235142118864,True,7.7984495,4.3490806,3,0.045989163
352,EL042,picture,LM,aI,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aI_R18_TN.npy,0.002428940568475452,0.04697674418604651,True,7.978317,4.880983,3,0.041026007
353,EL042,picture,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R7_TN.npy,0.001421188630490956,0.05516795865633075,True,7.9436097,4.82303,3,0.044275492
354,EL042,picture,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_pH_R5_TN.npy,0.0234625322997416,0.000310077519379845,True,7.541744,0.8921764,3,0.046485357
355,EL042,reading,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_A_R10_TN.npy,0.022790697674418603,0.0025581395348837207,True,7.4478693,1.527519,3,0.08473382
356,EL042,reading,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_A_R11_TN.npy,0.023901808785529714,0.001317829457364341,True,7.435516,1.5547397,3,0.087625116
357,EL042,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_pH_R10_TN.npy,0.03645994832041344,0.0003875968992248062,True,7.4131665,1.6010652,3,0.062294006
358,EL042,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_pH_R11_TN.npy,0.03,0.00020671834625322997,True,7.339866,1.6707497,3,0.07562885
359,EL042,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_pH_R12_TN.npy,0.02751937984496124,0.0007235142118863049,True,7.4231133,1.6157875,3,0.07277263
360,EL042,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_pH_R13_TN.npy,0.02268733850129199,0.0005943152454780362,True,7.423266,1.465788,3,0.07955657
361,EL042,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_pH_R14_TN.npy,0.028527131782945737,0.0005943152454780362,True,7.418586,1.5118599,3,0.084032856
362,EL042,reading,LM,STG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_STG_R2_TN.npy,0.022041343669250646,0.0005426356589147286,True,7.639202,1.7219079,3,0.10185301
363,EL042,reading,LM,STG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_STG_R5_TN.npy,0.029147286821705427,0.0037467700258397934,True,8.363232,2.6565049,3,0.11318228
364,EL042,reading,LM,STG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_STG_R6_TN.npy,0.032067183462532296,0.004289405684754522,True,8.324696,2.6444457,3,0.11058245
365,EL043,audio,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_A_L2_TN.npy,0.021679586563307495,0.004599483204134367,True,7.864483,2.1823523,3,0.045533027
366,EL043,audio,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_A_L3_TN.npy,0.024935400516795866,0.004857881136950904,True,7.9155436,2.041325,3,0.060763773
367,EL043,audio,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_A_L4_TN.npy,0.035633074935400515,0.004677002583979328,True,7.8122225,2.146188,3,0.049136925
368,EL043,audio,LM,Hip,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_Hip_L1_TN.npy,0.03191214470284238,0.0037467700258397934,True,7.6760955,2.0975683,3,0.07267697
369,EL043,audio,LM,Hip,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_Hip_L2_TN.npy,0.027881136950904394,0.005400516795865633,True,7.826031,2.1068473,3,0.06693516
370,EL043,audio,LM,Hip,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_Hip_L7_TN.npy,0.031266149870801035,0.05674418604651163,True,0.9104519,3.075254,0,0.09681126
371,EL043,audio,LM,Hip,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_Hip_L8_TN.npy,0.052248062015503874,0.13186046511627908,True,0.8776617,3.0245848,0,0.042383794
372,EL043,audio,LM,Hip,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_Hip_L9_TN.npy,0.05483204134366925,0.1282170542635659,True,0.89052135,3.0127969,0,0.048827186
373,EL043,audio,LM,IOG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_IOG_L10_TN.npy,0.02622739018087855,0.023669250645994833,True,3.5244715,-4.0069375,0,0.060042385
374,EL043,audio,LM,IOG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_IOG_L11_TN.npy,0.04255813953488372,0.058656330749354,True,1.2818849,3.2842457,1,-0.022051224
375,EL043,audio,LM,IOG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_IOG_L12_TN.npy,0.029224806201550386,0.024935400516795866,True,3.543923,-4.003763,0,0.0594935
376,EL043,audio,LM,IOG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_IOG_L3_TN.npy,0.02,0.007881136950904392,True,4.285256,-4.3084517,3,0.04113325
377,EL043,audio,LM,IOG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_IOG_L4_TN.npy,0.021679586563307495,0.015736434108527132,True,3.6417434,-4.1692,3,0.009881059
378,EL043,audio,LM,IOG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_IOG_L8_TN.npy,0.021472868217054263,0.01710594315245478,True,3.559955,-4.1413965,3,0.005842946
379,EL043,audio,LM,IOG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_IOG_L9_TN.npy,0.025762273901808786,0.0179328165374677,True,3.5807512,-4.126703,0,0.037665725
380,EL043,audio,LM,iSMG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L10_TN.npy,0.021007751937984497,0.014470284237726097,True,3.5882516,-4.2151566,3,0.026650436
381,EL043,audio,LM,iSMG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L11_TN.npy,0.029534883720930234,0.014031007751937984,True,3.6054695,-4.214815,3,0.025591088
382,EL043,audio,LM,iSMG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L12_TN.npy,0.020594315245478036,0.018837209302325582,True,3.6116054,-4.1786995,3,0.019158026
383,EL043,audio,LM,iSMG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L13_TN.npy,0.03090439276485788,0.020930232558139535,True,3.595628,-4.18634,3,0.022353066
384,EL043,audio,LM,iSMG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L14_TN.npy,0.03372093023255814,0.021214470284237726,True,3.6242416,-4.1890783,3,0.017981533
385,EL043,audio,LM,iSMG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L15_TN.npy,0.02958656330749354,0.020904392764857883,True,3.5835352,-4.1552095,3,-0.010107911
386,EL043,audio,LM,iSMG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L1_TN.npy,0.06144702842377261,0.007855297157622738,True,8.830075,3.2455838,3,0.08294531
387,EL043,audio,LM,iSMG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L2_TN.npy,0.10289405684754523,0.009431524547803617,True,9.165006,3.5417333,3,0.07148104
388,EL043,audio,LM,iSMG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L3_TN.npy,0.2599741602067183,0.009069767441860464,True,9.68677,3.96949,3,0.06592
389,EL043,audio,LM,iSMG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L8_TN.npy,0.023772609819121448,0.013436692506459949,True,3.5946782,-4.2003555,3,0.025863234
390,EL043,audio,LM,iSMG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L9_TN.npy,0.027700258397932817,0.018811369509043926,True,3.6870942,-4.25824,3,0.029946623
391,EL043,audio,LM,ITG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_ITG_L10_TN.npy,0.009328165374677002,0.05258397932816537,True,-4.4995728,3.1611168,1,0.048412584
392,EL043,audio,LM,ITG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_ITG_L3_TN.npy,0.02054263565891473,0.005503875968992248,True,7.441507,3.5828004,3,0.056052495
393,EL043,audio,LM,ITG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_ITG_L4_TN.npy,0.04369509043927649,0.004857881136950904,True,7.50431,2.4684374,3,0.058279727
394,EL043,audio,LM,LinG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_LinG_L5_TN.npy,0.021136950904392764,0.014728682170542635,True,3.695016,-4.266923,3,0.023411477
395,EL043,audio,LM,LinG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_LinG_L6_TN.npy,0.025788113695090438,0.013850129198966409,True,3.7668712,-4.3060327,3,0.037027933
396,EL043,audio,LM,LinG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_LinG_L7_TN.npy,0.029043927648578813,0.01165374677002584,True,3.8312075,-4.3113484,3,0.037593074
397,EL043,audio,LM,LinG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_LinG_L8_TN.npy,0.027596899224806203,0.013049095607235143,True,3.7916257,-4.2937846,3,0.038017888
398,EL043,audio,LM,pIns,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_pIns_L11_TN.npy,0.021136950904392764,0.013410852713178295,True,3.2275167,-4.2607517,3,0.021357127
399,EL043,audio,LM,pIns,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_pIns_L12_TN.npy,0.02496124031007752,0.011395348837209301,True,3.2393682,-4.2873893,3,0.025525693
400,EL043,audio,LM,pIns,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_pIns_L13_TN.npy,0.03020671834625323,0.01627906976744186,True,3.2430859,-4.3107533,3,0.015486133
401,EL043,audio,LM,pIns,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_pIns_L15_TN.npy,0.020852713178294572,0.016821705426356588,True,3.2616487,-4.3250914,3,0.0104559325
402,EL043,audio,LM,pIns,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_pIns_L16_TN.npy,0.020155038759689922,0.01599483204134367,True,3.290886,-4.3401623,3,0.016515596
403,EL043,audio,LM,pIns,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_pIns_L17_TN.npy,0.024832041343669252,0.013540051679586563,True,3.3003452,-4.3608384,3,0.02541367
404,EL043,audio,LM,pIns,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_pIns_L1_TN.npy,0.029767441860465118,0.0117312661498708,True,3.1978683,-4.2558994,3,0.035665944
405,EL043,audio,LM,pIns,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_pIns_L3_TN.npy,0.021343669250645996,0.013617571059431524,True,3.3544002,-4.1868563,3,0.0019316562
406,EL043,audio,LM,pIns,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_pIns_L4_TN.npy,0.024341085271317828,0.013333333333333334,True,3.2304847,-4.232231,3,0.037307262
407,EL043,audio,LM,pIns,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_pIns_L6_TN.npy,0.023643410852713178,0.012118863049095607,True,3.2386262,-4.250827,3,0.038329296
408,EL043,audio,LM,pIns,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_pIns_L7_TN.npy,0.030671834625322997,0.0071059431524547806,True,3.1958897,-4.269028,3,0.041304335
