k,row_fold,col_fold,err,var_explained
8,1,3,0.5703171105268683,0.4296828894731317
8,2,0,0.5767920958100347,0.42320790418996534
8,2,1,0.5592704920646236,0.44072950793537635
8,2,2,0.5532417725571513,0.44675822744284865
8,2,3,0.5794997339079665,0.4205002660920335
8,3,0,0.6056510437505385,0.39434895624946154
8,3,1,0.5844888801708046,0.4155111198291954
8,3,2,0.5762447125834148,0.4237552874165852
8,3,3,0.6041464512130971,0.39585354878690293
9,0,0,0.5716383084506789,0.42836169154932113
9,0,1,0.5549972546099515,0.44500274539004847
9,0,2,0.545867572684673,0.454132427315327
9,0,3,0.5624148134864487,0.43758518651355127
9,1,0,0.5610727145264593,0.43892728547354065
9,1,1,0.5517536804446805,0.44824631955531946
9,1,2,0.539078225100551,0.46092177489944897
9,1,3,0.5606416680440424,0.43935833195595764
9,2,0,0.5642793375068836,0.43572066249311636
9,2,1,0.5580345983095912,0.44196540169040877
9,2,2,0.5455743304330969,0.4544256695669031
9,2,3,0.580869809432493,0.419130190567507
9,3,0,0.5875742059378837,0.4124257940621163
9,3,1,0.572494530157472,0.427505469842528
9,3,2,0.571477578892233,0.42852242110776695
9,3,3,0.5962111895388763,0.4037888104611237
10,0,0,0.5712657511701188,0.4287342488298812
10,0,1,0.5429603325153307,0.4570396674846693
10,0,2,0.5398212739605291,0.46017872603947085
10,0,3,0.5544890971169836,0.4455109028830164
10,1,0,0.5540335269925681,0.44596647300743186
10,1,1,0.5474834965978466,0.45251650340215344
10,1,2,0.5302361527923589,0.4697638472076411
10,1,3,0.5534660726522554,0.44653392734774455
10,2,0,0.5594072766227071,0.44059272337729294
10,2,1,0.5404706451681406,0.4595293548318594
10,2,2,0.5462478480710191,0.4537521519289809
10,2,3,0.5721093396612508,0.42789066033874923
10,3,0,0.5968015984301113,0.40319840156988873
10,3,1,0.5746720416827374,0.42532795831726256
10,3,2,0.559489065092359,0.44051093490764104
10,3,3,0.5948724003299584,0.40512759967004164
12,0,0,0.5601542990724003,0.43984570092759967
12,0,1,0.5394107337534411,0.46058926624655894
12,0,2,0.5274612254925335,0.4725387745074665
12,0,3,0.5563862213329299,0.4436137786670701
12,1,0,0.545764977239238,0.454235022760762
12,1,1,0.5414830554663586,0.45851694453364145
12,1,2,0.5317187214579003,0.46828127854209967
12,1,3,0.5441536585169421,0.4558463414830579
12,2,0,0.5581925122119231,0.4418074877880769
12,2,1,0.5534539529487085,0.44654604705129153
12,2,2,0.5326033139710707,0.46739668602892925
12,2,3,0.5582929746457435,0.44170702535425654
12,3,0,0.5812620291906155,0.41873797080938446
12,3,1,0.564360926395212,0.43563907360478804
12,3,2,0.5580266323527299,0.44197336764727013
12,3,3,0.578431971550965,0.42156802844903496
14,0,0,0.5581905494446727,0.4418094505553273
14,0,1,0.5450921844756678,0.45490781552433224
14,0,2,0.5263777893866404,0.47362221061335963
14,0,3,0.5552921046904865,0.4447078953095135
14,1,0,0.5499559441654451,0.45004405583455487
14,1,1,0.5392226569221777,0.46077734307782225
14,1,2,0.5258493609957836,0.4741506390042164
14,1,3,0.5577546185114711,0.4422453814885289
14,2,0,0.5481648237580422,0.4518351762419578
14,2,1,0.545708160831234,0.45429183916876603
14,2,2,0.5328991137128958,0.4671008862871042
14,2,3,0.5590834794433032,0.44091652055669683
14,3,0,0.5791103402783301,0.4208896597216699
14,3,1,0.5709661008543588,0.42903389914564116
14,3,2,0.5529537497576195,0.44704625024238054
14,3,3,0.5731493847884374,0.42685061521156265
16,0,0,0.5600716793694949,0.43992832063050513
16,0,1,0.5563360808567926,0.44366391914320735
16,0,2,0.5355164108598228,0.4644835891401772
16,0,3,0.5595521038994742,0.4404478961005258
16,1,0,0.5548791424339189,0.4451208575660811
16,1,1,0.5328448421195934,0.4671551578804066
16,1,2,0.5310991515278918,0.4689008484721082
16,1,3,0.5464771654132213,0.45352283458677867
16,2,0,0.5553664153395432,0.44463358466045677
16,2,1,0.5542834976265784,0.44571650237342164
16,2,2,0.542759230733016,0.457240769266984
16,2,3,0.563389542155604,0.436610457844396
16,3,0,0.5854898533006655,0.4145101466993345
16,3,1,0.5652065919239836,0.4347934080760164
16,3,2,0.5533099777997752,0.4466900222002248
16,3,3,0.5801058462515116,0.4198941537484884
