sample_idx,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23
88,2,0,2,2,7,0,0,8,8,9,13,4,12,2,12,11,7,4,18,14
89,2,0,5,3,1,1,8,5,9,4,3,3,13,1,5,1,13,14,4,3
90,2,0,5,3,1,1,8,5,9,4,3,3,13,1,5,1,13,14,4,3
91,2,0,5,3,1,1,8,5,9,4,3,6,13,1,5,1,13,14,2,4
92,2,0,2,2,7,4,8,4,3,1,3,6,13,14,10,0,13,20,2,4
93,2,0,5,3,1,1,8,4,9,1,3,6,13,14,10,0,13,6,2,2
94,2,0,5,3,1,1,8,5,9,4,3,6,13,1,5,1,13,14,2,4
95,2,0,5,2,7,0,0,8,8,9,11,4,12,2,12,11,7,4,18,14
96,2,3,2,2,7,4,0,4,3,1,1,1,1,14,10,0,18,6,12,2
97,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
98,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
99,1,3,2,4,0,0,0,0,8,9,13,4,12,2,12,11,12,5,7,7
100,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
101,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
102,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
103,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
104,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
105,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
106,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
107,2,3,2,2,7,4,6,4,3,1,1,1,1,14,10,0,18,6,12,2
108,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,5,6,7
109,2,0,5,4,0,8,9,8,6,10,11,4,12,2,12,11,12,5,18,7
110,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
111,2,3,2,2,7,4,0,4,3,1,1,1,1,14,10,0,18,6,12,12
112,2,3,2,2,7,0,0,0,8,9,13,4,12,2,12,11,12,5,18,7
113,2,0,5,3,7,1,8,4,8,10,11,4,12,2,10,11,12,6,18,2
114,2,3,2,2,7,0,0,8,8,10,11,4,12,2,12,11,12,5,18,7
115,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,5,6,7
116,2,0,2,2,7,0,0,8,8,9,13,4,12,2,12,11,12,5,18,7
117,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,5,6,7
118,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
119,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
120,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
121,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,5,6,7
122,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,5,6,7
123,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
124,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
125,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
126,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
127,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
128,2,3,2,2,7,4,0,4,3,1,1,1,1,14,10,0,18,6,12,2
129,2,3,2,2,7,0,0,0,8,9,13,4,12,2,10,11,18,6,12,12
130,2,0,5,2,7,0,0,8,8,9,13,4,12,2,12,11,12,5,18,7
131,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
132,2,3,2,2,7,0,0,0,8,9,1,4,12,2,10,0,18,6,12,2
133,1,3,2,2,7,0,0,0,8,9,13,4,12,2,12,11,12,5,7,7
134,1,3,2,4,7,0,0,0,8,9,13,4,12,2,12,11,12,5,7,7
135,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
136,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
137,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
138,2,3,2,4,0,0,9,8,8,9,13,4,12,2,12,11,12,5,18,7
139,2,3,2,2,7,0,0,8,8,9,11,4,12,2,12,11,12,5,18,7
140,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,5,6,7
141,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
142,2,0,2,2,7,0,0,8,8,9,11,4,12,2,12,11,12,6,18,2
143,2,3,2,2,7,0,0,0,8,9,13,4,12,2,12,11,12,5,18,7
144,2,0,5,3,1,0,0,8,8,10,11,4,12,2,12,11,12,5,18,7
145,2,2,2,4,0,8,9,8,8,9,13,4,12,2,12,11,12,5,18,7
146,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
147,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,7
148,2,0,5,4,0,8,9,8,5,10,11,4,12,2,12,11,12,5,18,7
149,2,3,2,2,7,4,0,4,3,1,1,6,1,14,10,0,18,6,2,2
150,0,0,5,4,0,8,9,8,6,10,11,4,12,2,12,11,12,5,18,7
151,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
152,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,13,6,17
153,2,3,2,2,7,4,0,4,3,1,1,6,1,14,10,0,18,6,2,2
154,2,3,2,2,7,0,0,4,8,9,13,4,12,2,10,11,12,6,18,2
155,2,3,2,4,0,8,9,8,8,10,11,4,12,2,12,11,12,5,18,7
156,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,5,6,7
157,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,12,5,6,7
158,2,0,5,3,1,1,8,8,6,10,11,4,12,2,12,11,12,5,18,7
159,2,3,2,2,7,0,0,8,8,9,11,4,12,2,12,11,12,6,18,2
160,2,3,2,2,7,4,6,4,3,1,1,1,1,14,10,0,18,6,12,12
161,2,3,2,2,7,0,0,8,8,10,11,4,12,2,12,11,12,6,18,2
162,2,0,5,3,1,0,0,8,8,10,11,4,12,2,12,11,12,5,18,7
163,2,0,2,2,7,0,0,8,8,9,11,4,12,2,12,11,12,6,18,14
164,2,0,5,4,0,0,0,8,8,10,11,4,12,2,12,11,12,5,18,7
165,0,2,4,4,0,8,9,10,5,8,2,5,0,10,3,3,10,5,6,7
166,2,0,5,3,1,0,0,8,8,10,11,4,12,2,12,11,12,6,18,14
167,2,0,2,2,7,0,0,0,8,9,13,9,3,2,12,11,17,2,0,14
168,2,0,5,3,1,0,0,8,8,10,11,4,12,2,12,11,12,4,18,14
169,0,2,1,4,5,7,2,8,0,11,4,4,12,16,12,6,12,5,7,7
170,2,0,5,3,1,1,8,5,9,4,3,6,13,1,5,1,13,14,2,4
171,3,4,3,5,2,5,5,9,1,7,7,3,4,4,1,13,16,19,1,3
172,3,4,3,5,2,5,5,9,1,7,8,0,4,4,1,13,16,17,1,21
