sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
212,4,5,6,3,0,8,2,3,12,13,6,15,16,3,8,15,15,5,18,2,4,22,7,12,27,10
213,4,5,6,3,0,5,9,3,10,2,11,7,16,3,11,3,5,5,18,2,20,22,7,21,15,29
214,4,5,6,3,0,2,9,3,10,2,11,7,16,5,11,15,7,5,18,2,4,22,7,12,15,29
215,2,1,4,1,6,9,1,8,7,10,0,8,15,1,10,7,9,16,22,14,1,1,26,3,4,0
216,2,1,4,1,4,9,0,8,1,9,13,8,15,1,9,13,16,16,19,3,15,8,1,3,13,27
217,4,5,6,3,0,8,2,10,12,13,6,15,14,3,8,15,15,6,5,7,4,22,24,1,27,10
218,4,5,6,3,0,8,2,10,12,13,6,15,0,0,14,15,15,13,18,2,4,22,24,18,27,10
219,4,5,6,3,0,8,2,10,12,13,6,15,0,0,14,2,15,13,5,10,4,21,24,8,27,10
220,4,5,6,3,0,8,2,10,12,13,6,15,0,0,14,15,15,13,2,10,4,21,24,8,27,10
221,4,5,6,3,0,8,2,10,12,13,6,15,0,0,14,15,15,13,2,10,4,22,24,8,27,10
222,4,5,6,3,0,2,9,3,10,2,11,7,16,5,11,15,15,5,18,2,4,22,7,12,27,29
223,4,5,6,3,0,8,2,3,10,2,6,15,0,5,6,15,15,5,18,2,4,22,5,12,27,10
224,4,5,6,3,0,8,2,3,10,2,6,15,0,5,6,14,15,5,18,2,4,22,5,12,27,10
225,2,1,4,1,4,9,0,8,1,9,13,4,7,5,6,14,0,14,7,16,15,11,5,12,15,20
226,2,1,4,1,4,9,0,8,1,9,13,4,15,5,6,14,0,14,7,16,1,11,5,12,15,20
227,4,5,6,3,0,8,2,10,12,13,6,15,0,0,14,15,15,13,18,2,4,22,24,12,27,10
228,2,1,4,1,6,9,0,8,1,9,13,4,15,5,6,14,0,14,7,16,15,11,5,12,15,20
229,2,1,4,1,6,9,0,8,1,2,11,7,15,5,6,3,5,5,18,2,1,22,5,12,15,29
230,2,1,4,1,6,9,0,8,1,2,11,7,15,5,6,3,5,5,18,2,1,22,5,12,15,29
231,4,1,4,1,6,5,9,3,10,2,11,7,16,6,11,15,5,5,18,2,4,22,7,12,15,29
232,4,1,4,1,6,5,9,3,10,2,11,7,16,6,11,3,5,5,18,2,4,22,7,12,15,29
233,4,5,6,3,6,5,9,3,10,2,11,7,16,6,11,3,5,5,18,5,20,22,7,21,15,29
234,4,1,4,1,6,5,9,3,10,2,11,7,16,6,11,3,5,5,22,5,1,1,7,21,15,29
235,4,4,3,7,1,2,9,1,0,4,4,0,9,15,2,18,13,1,17,15,24,3,10,7,6,18
236,0,4,3,7,1,2,9,1,0,4,4,0,9,15,2,18,13,1,17,15,24,3,14,7,6,18
237,0,4,3,7,1,2,9,1,0,4,4,0,9,15,2,18,13,1,17,15,24,3,10,7,6,18
238,0,3,1,0,3,3,7,9,6,0,7,9,11,9,15,5,20,9,3,1,0,2,3,20,2,14
239,0,4,3,7,2,1,4,0,2,6,5,13,5,10,0,9,8,10,16,23,8,10,14,2,16,21
240,0,4,3,7,2,1,4,0,2,6,5,13,5,10,0,9,8,10,16,23,8,10,14,2,16,21
241,0,4,3,7,2,1,4,0,2,6,5,13,5,10,0,9,8,10,16,23,8,10,14,2,16,21
242,0,4,3,7,2,1,4,0,2,6,5,13,5,10,0,9,8,10,16,23,8,10,14,2,16,21
243,0,4,3,7,2,1,4,0,2,6,5,13,5,10,0,9,13,10,16,23,8,10,14,2,16,21
244,0,4,3,7,2,1,4,0,2,4,4,0,9,10,2,18,13,1,17,15,24,3,14,7,6,18
245,0,4,3,7,1,1,4,1,0,4,4,0,9,15,2,18,13,1,17,15,24,3,14,7,6,18
