sample_idx,patient_id,condition,task,electrode,file_path,cluster_hierarchical_minus101,silhouette,contact_name,patient,name,hemi,x,y,z,is_wm
3190,PAT_3390,audio,LM,IAG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_IAG6_TN.npy,4,0.767883,IAG6,PAT_3390,IAG6,L,-32.878883361816406,13.749273300170898,5.750540733337402,0.0
3191,PAT_3390,audio,LM,IAG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_IAG7_TN.npy,4,0.7760571,IAG7,PAT_3390,IAG7,L,-31.371496200561523,15.534289360046388,8.497908592224121,0.0
3192,PAT_3390,audio,LM,IAG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_IAG8_TN.npy,4,0.7658427,IAG8,PAT_3390,IAG8,L,-31.286096572875977,19.1356258392334,10.025606155395508,0.0
3193,PAT_3390,audio,LM,IAG9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_IAG9_TN.npy,4,0.7787794,IAG9,,,,,,,
3194,PAT_3390,audio,LM,PHG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_PHG10_TN.npy,4,0.76739776,PHG10,PAT_3390,PHG10,L,-57.20708465576172,-47.7463264465332,-14.417887687683104,0.0
3195,PAT_3390,audio,LM,PHG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_PHG11_TN.npy,4,0.77510405,PHG11,PAT_3390,PHG11,L,-57.06805419921875,-48.1767463684082,-14.020962715148926,0.0
3196,PAT_3390,audio,LM,PHG12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_PHG12_TN.npy,4,0.7754365,PHG12,PAT_3390,PHG12,L,-58.04011154174805,-51.21410369873047,-10.80341911315918,0.0
3197,PAT_3390,audio,LM,PHG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_PHG1_TN.npy,4,0.32925305,PHG1,,,,,,,
3198,PAT_3390,audio,LM,PHG2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_PHG2_TN.npy,4,0.7595003,PHG2,PAT_3390,PHG2,L,-29.421661376953125,-38.01480102539063,-15.915510177612305,0.0
3199,PAT_3390,audio,LM,PHG3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_PHG3_TN.npy,4,0.77638507,PHG3,PAT_3390,PHG3,L,-33.5078125,-39.0797119140625,-13.215779304504396,0.0
3200,PAT_3390,audio,LM,PHG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_PHG4_TN.npy,4,0.7357565,PHG4,PAT_3390,PHG4,L,-34.50718307495117,-40.54977416992188,-12.675546646118164,0.0
3201,PAT_3390,audio,LM,PHG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_PHG6_TN.npy,4,0.73032445,PHG6,,,,,,,
3202,PAT_3390,audio,LM,PHG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_PHG7_TN.npy,4,0.66151905,PHG7,,,,,,,
3203,PAT_3390,audio,LM,PHG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_PHG8_TN.npy,4,0.7805892,PHG8,,,,,,,
3204,PAT_3390,audio,LM,PHG9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_PHG9_TN.npy,4,0.7382698,PHG9,,,,,,,
3205,PAT_3390,audio,LM,TOL10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_TOL10_TN.npy,4,0.6004357,TOL10,PAT_3390,TOL10,L,-52.804344177246094,-64.44310760498047,-6.042041778564453,0.0
3206,PAT_3390,audio,LM,TOL1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_TOL1_TN.npy,4,0.7362369,TOL1,PAT_3390,TOL1,L,-27.33900451660156,-59.13198852539063,-9.719527244567873,0.0
3207,PAT_3390,audio,LM,TOL2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_TOL2_TN.npy,4,0.7750142,TOL2,,,,,,,
3208,PAT_3390,audio,LM,TOL5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_TOL5_TN.npy,4,0.7514878,TOL5,,,,,,,
3209,PAT_3390,audio,LM,TOL6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_TOL6_TN.npy,4,0.770597,TOL6,PAT_3390,TOL6,L,-41.95488739013672,-67.66334533691406,0.0685047134757042,0.0
3210,PAT_3390,audio,LM,TOL7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_TOL7_TN.npy,4,0.77340275,TOL7,PAT_3390,TOL7,L,-47.58713912963867,-64.72904968261719,-7.484386444091797,0.0
3211,PAT_3390,audio,LM,TOL8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_TOL8_TN.npy,4,0.77942485,TOL8,PAT_3390,TOL8,L,-49.129371643066406,-64.71675109863281,-7.35235071182251,0.0
3212,PAT_3390,audio,LM,TOL9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_TOL9_TN.npy,4,0.77730733,TOL9,PAT_3390,TOL9,L,-50.45698547363281,-65.00214385986328,-7.216265678405762,0.0
3214,PAT_3390,audio,LM,TPG2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_TPG2_TN.npy,4,0.6355271,TPG2,,,,,,,
3215,PAT_3390,audio,LM,TPG3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_TPG3_TN.npy,4,0.75066215,TPG3,PAT_3390,TPG3,L,-50.404483795166016,5.036196708679199,-36.7052001953125,0.0
3216,PAT_3390,audio,LM,TPG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_TPG4_TN.npy,4,0.76187193,TPG4,PAT_3390,TPG4,L,-47.79155731201172,-5.233572483062744,-35.44334030151367,0.0
3217,PAT_3390,audio,LM,TPG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_TPG5_TN.npy,4,0.7805991,TPG5,PAT_3390,TPG5,L,-55.42765045166016,-5.2094502449035645,-33.026344299316406,0.0
3218,PAT_3390,picture,LM,AG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_AG10_TN.npy,4,0.72055024,AG10,PAT_3390,AG10,L,-58.657501220703125,-16.705768585205078,-26.72261428833008,0.0
3219,PAT_3390,picture,LM,AG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_AG11_TN.npy,4,0.7814528,AG11,PAT_3390,AG11,L,-61.09780883789063,-17.40714454650879,-13.496106147766112,0.0
3220,PAT_3390,picture,LM,AG12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_AG12_TN.npy,4,0.76976955,AG12,PAT_3390,AG12,L,-65.32048034667969,-14.202425003051758,-20.22414779663086,0.0
3224,PAT_3390,picture,LM,AG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_AG4_TN.npy,4,0.56543016,AG4,PAT_3390,AG4,L,-31.166229248046875,-11.844167709350586,-19.411273956298828,0.0
3225,PAT_3390,picture,LM,AG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_AG5_TN.npy,4,0.7559925,AG5,,,,,,,
3226,PAT_3390,picture,LM,AG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_AG7_TN.npy,4,0.73984253,AG7,PAT_3390,AG7,L,-42.96815490722656,-6.992462158203125,-15.530319213867188,0.0
3227,PAT_3390,picture,LM,AG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_AG8_TN.npy,4,0.7571995,AG8,PAT_3390,AG8,L,-51.793067932128906,-11.793265342712402,-18.065898895263672,0.0
3228,PAT_3390,picture,LM,AG9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_AG9_TN.npy,4,0.772818,AG9,PAT_3390,AG9,L,-52.76577758789063,-12.445961952209473,-17.986316680908203,0.0
3229,PAT_3390,picture,LM,CAG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_CAG11_TN.npy,4,0.7746299,CAG11,PAT_3390,CAG11,L,-47.033729553222656,31.90740966796875,25.613683700561523,0.0
3230,PAT_3390,picture,LM,CAG12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_CAG12_TN.npy,4,0.76453096,CAG12,PAT_3390,CAG12,L,-46.90221405029297,31.67336654663086,27.534290313720703,0.0
3231,PAT_3390,picture,LM,CAG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_CAG1_TN.npy,4,0.7413102,CAG1,PAT_3390,CAG1,L,-1.8437976837158203,26.355609893798828,16.891613006591797,0.0
3232,PAT_3390,picture,LM,CAG2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_CAG2_TN.npy,4,0.74258476,CAG2,,,,,,,
3233,PAT_3390,picture,LM,CAG3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_CAG3_TN.npy,4,0.5444981,CAG3,,,,,,,
3235,PAT_3390,picture,LM,CAG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_CAG5_TN.npy,4,0.52042425,CAG5,,,,,,,
3236,PAT_3390,picture,LM,CAG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_CAG6_TN.npy,4,0.1793599,CAG6,,,,,,,
3237,PAT_3390,picture,LM,CAG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_CAG7_TN.npy,4,0.22193632,CAG7,,,,,,,
3238,PAT_3390,picture,LM,CPG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_CPG10_TN.npy,4,0.38423544,CPG10,,,,,,,
3239,PAT_3390,picture,LM,CPG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_CPG11_TN.npy,4,0.7472494,CPG11,,,,,,,
3240,PAT_3390,picture,LM,CPG12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_CPG12_TN.npy,4,0.75169224,CPG12,,,,,,,
3241,PAT_3390,picture,LM,CPG13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_CPG13_TN.npy,4,0.7493472,CPG13,,,,,,,
3252,PAT_3390,picture,LM,FOG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_FOG6_TN.npy,4,0.7698455,FOG6,,,,,,,
3253,PAT_3390,picture,LM,FOG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_FOG7_TN.npy,4,0.7588216,FOG7,,,,,,,
3268,PAT_3390,picture,LM,HPG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_HPG1_TN.npy,4,0.7733352,HPG1,PAT_3390,HPG1,L,-34.08399963378906,-31.902379989624023,-12.65654754638672,0.0
3275,PAT_3390,picture,LM,HPG9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_HPG9_TN.npy,4,0.72115564,HPG9,PAT_3390,HPG9,L,-57.65909957885742,-34.39840316772461,-8.29096794128418,0.0
3276,PAT_3390,picture,LM,IAG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_IAG10_TN.npy,3,0.49316746,IAG10,,,,,,,
3277,PAT_3390,picture,LM,IAG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_IAG11_TN.npy,3,0.41828474,IAG11,,,,,,,
3284,PAT_3390,picture,LM,IAG18,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\picture\PAT_3390_picture_WM_ERSP_IAG18_TN.npy,3,0.45961604,IAG18,PAT_3390,IAG18,L,-22.20636367797852,35.46461868286133,51.311500549316406,0.0
3318,PAT_3390,reading,LM,AG2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_AG2_TN.npy,3,0.5015025,AG2,PAT_3390,AG2,L,-22.24573135375977,-6.1665568351745605,-17.4124813079834,0.0
3324,PAT_3390,reading,LM,AG9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_AG9_TN.npy,3,0.52588964,AG9,PAT_3390,AG9,L,-52.76577758789063,-12.445961952209473,-17.986316680908203,0.0
3334,PAT_3390,reading,LM,CPG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_CPG10_TN.npy,3,0.12248152,CPG10,,,,,,,
3336,PAT_3390,reading,LM,CPG12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_CPG12_TN.npy,4,0.22199439,CPG12,,,,,,,
3337,PAT_3390,reading,LM,CPG13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_CPG13_TN.npy,4,0.1447839,CPG13,,,,,,,
3338,PAT_3390,reading,LM,CPG14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_CPG14_TN.npy,4,0.058569666,CPG14,,,,,,,
3340,PAT_3390,reading,LM,CPG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_CPG4_TN.npy,4,0.07051664,CPG4,,,,,,,
3341,PAT_3390,reading,LM,CPG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_CPG5_TN.npy,4,0.75493115,CPG5,,,,,,,
3342,PAT_3390,reading,LM,CPG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_CPG6_TN.npy,4,0.7595173,CPG6,,,,,,,
3349,PAT_3390,reading,LM,FOG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_FOG7_TN.npy,4,0.774669,FOG7,,,,,,,
3354,PAT_3390,reading,LM,HAG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_HAG1_TN.npy,4,0.7626354,HAG1,PAT_3390,HAG1,L,-24.8585205078125,-14.78240203857422,-23.41395568847656,0.0
3358,PAT_3390,reading,LM,HAG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_HAG5_TN.npy,4,0.536368,HAG5,PAT_3390,HAG5,L,-36.66234588623047,-18.249664306640625,-18.05423927307129,0.0
3359,PAT_3390,reading,LM,HAG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_HAG6_TN.npy,4,0.63540787,HAG6,,,,,,,
3361,PAT_3390,reading,LM,HAG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_HAG8_TN.npy,4,0.5309106,HAG8,PAT_3390,HAG8,L,-54.96003341674805,-20.766008377075195,-12.27211570739746,0.0
3374,PAT_3390,reading,LM,IAG12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_IAG12_TN.npy,4,0.055364083,IAG12,PAT_3390,IAG12,L,-22.57075881958008,25.890737533569336,36.83748245239258,0.0
3375,PAT_3390,reading,LM,IAG13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_IAG13_TN.npy,4,0.28800192,IAG13,PAT_3390,IAG13,L,-22.89712905883789,25.331737518310547,36.81171798706055,0.0
3399,PAT_3390,reading,LM,TOL2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\reading\PAT_3390_reading_WM_ERSP_TOL2_TN.npy,4,0.18283391,TOL2,,,,,,,
