sample_idx,patient_id,condition,task,electrode,file_path,cluster_hierarchical_minus101,silhouette,contact_name,patient,name,hemi,x,y,z,is_wm
2690,PAT_3066,picture,LM,CAD6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_CAD6_TN.npy,9,0.1633304,CAD6,,,,,,,
2705,PAT_3066,picture,LM,FIG3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_FIG3_TN.npy,9,0.2617081,FIG3,PAT_3066,FIG3,L,-8.549520492553711,39.19888687133789,-9.417941093444824,0.0
2706,PAT_3066,picture,LM,FIG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_FIG4_TN.npy,9,0.25416553,FIG4,PAT_3066,FIG4,L,-8.549520492553711,39.19888687133789,-9.417941093444824,0.0
2707,PAT_3066,picture,LM,FIG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_FIG5_TN.npy,4,0.11294303,FIG5,,,,,,,
2708,PAT_3066,picture,LM,FIG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_FIG6_TN.npy,4,-0.028077595,FIG6,PAT_3066,FIG6,L,-28.53137588500977,36.46209335327149,-9.77802276611328,0.0
2716,PAT_3066,picture,LM,FOD15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_FOD15_TN.npy,4,-0.20041366,FOD15,PAT_3066,FOD15,R,23.854284286499023,59.93354415893555,20.087203979492188,0.0
2717,PAT_3066,picture,LM,FOD1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_FOD1_TN.npy,4,0.06831529,FOD1,PAT_3066,FOD1,R,12.201020240783691,25.035310745239254,-18.56525421142578,0.0
2725,PAT_3066,picture,LM,FOG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_FOG10_TN.npy,4,0.21948908,FOG10,PAT_3066,FOG10,L,-24.52743530273437,47.96993255615234,20.33399200439453,0.0
2727,PAT_3066,picture,LM,FOG12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_FOG12_TN.npy,4,0.6477858,FOG12,PAT_3066,FOG12,L,-22.70086669921875,46.33343505859375,35.4022216796875,0.0
2728,PAT_3066,picture,LM,FOG13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_FOG13_TN.npy,4,0.6431537,FOG13,PAT_3066,FOG13,L,-25.609882354736328,43.25042724609375,29.281986236572266,0.0
2774,PAT_3066,picture,LM,HPG9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_HPG9_TN.npy,4,0.71349245,HPG9,PAT_3066,HPG9,L,-55.71437454223633,-34.565086364746094,-18.78774642944336,0.0
2795,PAT_3066,picture,LM,IMG17,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_IMG17_TN.npy,4,0.6689606,IMG17,PAT_3066,IMG17,L,-20.592472076416016,8.001626968383789,67.4096450805664,0.0
2796,PAT_3066,picture,LM,IMG18,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_IMG18_TN.npy,9,0.28596237,IMG18,PAT_3066,IMG18,L,-19.561010360717773,7.216241359710693,68.60445404052734,0.0
2797,PAT_3066,picture,LM,IMG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_IMG1_TN.npy,9,0.15926051,IMG1,PAT_3066,IMG1,L,-39.20996856689453,-5.881200313568115,10.6325044631958,0.0
2803,PAT_3066,picture,LM,PPG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_PPG4_TN.npy,9,0.24231306,PPG4,PAT_3066,PPG4,L,-50.36598205566406,-38.996707916259766,25.90824508666992,0.0
2804,PAT_3066,picture,LM,PPG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_PPG7_TN.npy,4,0.68023735,PPG7,PAT_3066,PPG7,L,-60.0029411315918,-37.3836669921875,33.64054489135742,0.0
2805,PAT_3066,picture,LM,PPG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_PPG8_TN.npy,4,0.66903067,PPG8,PAT_3066,PPG8,L,-60.987937927246094,-36.46695709228516,38.83771896362305,0.0
2806,PAT_3066,picture,LM,STG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_STG1_TN.npy,4,0.6409959,STG1,PAT_3066,STG1,L,-50.4999885559082,-40.91294097900391,1.2816277742385864,0.0
2852,PAT_3066,reading,LM,CAG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\reading\PAT_3066_reading_WM_ERSP_CAG5_TN.npy,4,0.65358436,CAG5,PAT_3066,CAG5,L,-23.89365005493164,26.14154052734375,35.72673034667969,0.0
2853,PAT_3066,reading,LM,CAG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\reading\PAT_3066_reading_WM_ERSP_CAG6_TN.npy,4,0.5804943,CAG6,PAT_3066,CAG6,L,-23.89365005493164,26.14154052734375,35.72673034667969,0.0
2854,PAT_3066,reading,LM,FIG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\reading\PAT_3066_reading_WM_ERSP_FIG10_TN.npy,4,0.6844084,FIG10,PAT_3066,FIG10,L,-41.21154022216797,42.64604949951172,6.713929176330566,0.0
2855,PAT_3066,reading,LM,FIG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\reading\PAT_3066_reading_WM_ERSP_FIG11_TN.npy,4,0.3567618,FIG11,PAT_3066,FIG11,L,-43.115177154541016,40.72381591796875,2.838160514831543,0.0
2856,PAT_3066,reading,LM,FIG12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\reading\PAT_3066_reading_WM_ERSP_FIG12_TN.npy,9,0.18005943,FIG12,PAT_3066,FIG12,L,-44.00391006469727,39.2453727722168,4.556561470031738,0.0
2857,PAT_3066,reading,LM,FIG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\reading\PAT_3066_reading_WM_ERSP_FIG1_TN.npy,4,0.24447697,FIG1,PAT_3066,FIG1,L,-6.627811431884766,39.26630401611328,-8.929686546325684,0.0
2949,PAT_3066,reading,LM,IMG17,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\reading\PAT_3066_reading_WM_ERSP_IMG17_TN.npy,7,0.001684929,IMG17,PAT_3066,IMG17,L,-20.592472076416016,8.001626968383789,67.4096450805664,0.0
2950,PAT_3066,reading,LM,IMG18,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\reading\PAT_3066_reading_WM_ERSP_IMG18_TN.npy,7,0.30667555,IMG18,PAT_3066,IMG18,L,-19.561010360717773,7.216241359710693,68.60445404052734,0.0
2951,PAT_3066,reading,LM,IMG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\reading\PAT_3066_reading_WM_ERSP_IMG1_TN.npy,7,0.26356497,IMG1,PAT_3066,IMG1,L,-39.20996856689453,-5.881200313568115,10.6325044631958,0.0
2952,PAT_3066,reading,LM,IMG2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\reading\PAT_3066_reading_WM_ERSP_IMG2_TN.npy,7,0.19579192,IMG2,PAT_3066,IMG2,L,-37.889198303222656,-3.645983219146729,14.521024703979492,0.0
2953,PAT_3066,reading,LM,IMG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\reading\PAT_3066_reading_WM_ERSP_IMG5_TN.npy,7,0.20119956,IMG5,PAT_3066,IMG5,L,-37.58565139770508,2.2373852729797363,30.890087127685547,0.0
3022,PAT_3301,picture,LM,FOD8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_FOD8_TN.npy,4,0.6859116,FOD8,,,,,,,
3023,PAT_3301,picture,LM,FOD9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_FOD9_TN.npy,4,0.63420635,FOD9,PAT_3301,FOD9,R,38.686073303222656,32.6924934387207,15.930895805358888,0.0
3044,PAT_3301,picture,LM,FPD3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_FPD3_TN.npy,4,0.6416689,FPD3,PAT_3301,FPD3,R,25.91193199157715,33.78084945678711,-12.14787769317627,0.0
3045,PAT_3301,picture,LM,FPD4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_FPD4_TN.npy,4,0.70192164,FPD4,PAT_3301,FPD4,R,26.200420379638672,33.71321487426758,-11.567845344543455,0.0
3046,PAT_3301,picture,LM,FPD6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_FPD6_TN.npy,4,0.7184662,FPD6,,,,,,,
3047,PAT_3301,picture,LM,FPG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_FPG10_TN.npy,4,0.593273,FPG10,PAT_3301,FPG10,L,-14.383707046508787,66.89517211914062,13.166987419128418,0.0
3048,PAT_3301,picture,LM,FPG12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_FPG12_TN.npy,4,0.73859173,FPG12,PAT_3301,FPG12,L,-7.527037620544434,62.89472198486328,25.631555557250977,0.0
3049,PAT_3301,picture,LM,FPG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_FPG1_TN.npy,4,0.76274186,FPG1,PAT_3301,FPG1,L,-19.171253204345703,47.87972259521485,-17.04549789428711,0.0
3098,PAT_3301,picture,LM,IMG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_IMG10_TN.npy,4,0.7444562,IMG10,,,,,,,
3120,PAT_3301,picture,LM,PSPG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_PSPG4_TN.npy,4,0.77646947,PSPG4,PAT_3301,PSPG4,L,-24.907634735107425,22.46733856201172,49.0889778137207,0.0
3121,PAT_3301,picture,LM,PSPG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_PSPG5_TN.npy,4,0.75691426,PSPG5,PAT_3301,PSPG5,L,-26.616680145263672,24.803112030029297,53.694129943847656,0.0
3122,PAT_3390,audio,LM,AG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_AG10_TN.npy,4,0.77019256,AG10,PAT_3390,AG10,L,-58.657501220703125,-16.705768585205078,-26.72261428833008,0.0
3123,PAT_3390,audio,LM,AG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_AG11_TN.npy,4,0.777725,AG11,PAT_3390,AG11,L,-61.09780883789063,-17.40714454650879,-13.496106147766112,0.0
3125,PAT_3390,audio,LM,AG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_AG1_TN.npy,4,0.7736564,AG1,PAT_3390,AG1,L,-21.85016632080078,-5.016762733459473,-16.83621597290039,0.0
3126,PAT_3390,audio,LM,AG2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_AG2_TN.npy,4,0.7788406,AG2,PAT_3390,AG2,L,-22.24573135375977,-6.1665568351745605,-17.4124813079834,0.0
3127,PAT_3390,audio,LM,AG3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_AG3_TN.npy,4,0.7823754,AG3,PAT_3390,AG3,L,-29.01644325256348,-11.414706230163574,-18.16752815246582,0.0
3129,PAT_3390,audio,LM,AG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_AG5_TN.npy,4,0.760349,AG5,,,,,,,
3130,PAT_3390,audio,LM,AG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_AG7_TN.npy,4,0.7544197,AG7,PAT_3390,AG7,L,-42.96815490722656,-6.992462158203125,-15.530319213867188,0.0
3131,PAT_3390,audio,LM,AG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_AG8_TN.npy,4,0.74013126,AG8,PAT_3390,AG8,L,-51.793067932128906,-11.793265342712402,-18.065898895263672,0.0
3133,PAT_3390,audio,LM,CAG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CAG11_TN.npy,4,0.77970326,CAG11,PAT_3390,CAG11,L,-47.033729553222656,31.90740966796875,25.613683700561523,0.0
3135,PAT_3390,audio,LM,CAG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CAG1_TN.npy,4,0.7799928,CAG1,PAT_3390,CAG1,L,-1.8437976837158203,26.355609893798828,16.891613006591797,0.0
3138,PAT_3390,audio,LM,CAG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CAG4_TN.npy,4,0.6918988,CAG4,,,,,,,
3139,PAT_3390,audio,LM,CAG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CAG5_TN.npy,4,0.7790825,CAG5,,,,,,,
3140,PAT_3390,audio,LM,CAG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CAG6_TN.npy,4,0.7583125,CAG6,,,,,,,
3142,PAT_3390,audio,LM,CPG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG10_TN.npy,4,0.7777387,CPG10,,,,,,,
3143,PAT_3390,audio,LM,CPG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG11_TN.npy,4,0.77480465,CPG11,,,,,,,
3144,PAT_3390,audio,LM,CPG12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG12_TN.npy,4,0.77096844,CPG12,,,,,,,
3146,PAT_3390,audio,LM,CPG14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG14_TN.npy,4,0.7710743,CPG14,,,,,,,
3147,PAT_3390,audio,LM,CPG15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG15_TN.npy,4,0.73759663,CPG15,PAT_3390,CPG15,L,-56.29595184326172,-20.385196685791016,32.41701126098633,0.0
3149,PAT_3390,audio,LM,CPG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG5_TN.npy,4,0.7500638,CPG5,,,,,,,
3150,PAT_3390,audio,LM,CPG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG6_TN.npy,4,0.72221845,CPG6,,,,,,,
3151,PAT_3390,audio,LM,CPG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG7_TN.npy,4,0.73207396,CPG7,,,,,,,
3152,PAT_3390,audio,LM,CPG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG8_TN.npy,4,0.7218873,CPG8,,,,,,,
3153,PAT_3390,audio,LM,CPG9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG9_TN.npy,4,0.74857575,CPG9,,,,,,,
3154,PAT_3390,audio,LM,FOG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_FOG1_TN.npy,4,0.7735641,FOG1,PAT_3390,FOG1,L,-13.072061538696287,25.59332656860352,-18.96554946899414,0.0
3155,PAT_3390,audio,LM,FOG3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_FOG3_TN.npy,4,0.76188517,FOG3,,,,,,,
3156,PAT_3390,audio,LM,FOG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_FOG6_TN.npy,4,0.77488256,FOG6,,,,,,,
3157,PAT_3390,audio,LM,FOG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_FOG7_TN.npy,4,0.76811546,FOG7,,,,,,,
3158,PAT_3390,audio,LM,FOG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_FOG8_TN.npy,4,0.76257443,FOG8,,,,,,,
3159,PAT_3390,audio,LM,HAG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_HAG10_TN.npy,4,0.7010292,HAG10,PAT_3390,HAG10,L,-59.604034423828125,-20.40108299255371,-12.133657455444336,0.0
3160,PAT_3390,audio,LM,HAG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_HAG11_TN.npy,4,0.749292,HAG11,PAT_3390,HAG11,L,-63.11708450317383,-18.714794158935547,-12.353078842163086,0.0
