sample_idx,patient_id,condition,task,electrode,file_path,cluster_kmeans_hg,silhouette
799,EL037,picture,LM,pH_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_L10_TN.npy,1,0.114659145
800,EL037,picture,LM,pH_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_L11_TN.npy,1,0.081728406
801,EL037,picture,LM,pH_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_L1_TN.npy,7,-0.011420112
802,EL037,picture,LM,pH_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_L2_TN.npy,1,0.12379007
803,EL037,picture,LM,pH_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_L3_TN.npy,6,0.1711184
804,EL037,picture,LM,pH_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_L4_TN.npy,1,0.09389754
805,EL037,picture,LM,pH_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_L5_TN.npy,1,0.064581566
806,EL037,picture,LM,pH_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_L9_TN.npy,1,0.06447455
807,EL037,picture,LM,pH_R10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_R10_TN.npy,1,0.05219245
808,EL037,picture,LM,pH_R11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_R11_TN.npy,1,0.07580755
809,EL037,picture,LM,pH_R12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_R12_TN.npy,4,0.06594292
810,EL037,picture,LM,pH_R2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_R2_TN.npy,6,0.010192378
811,EL037,picture,LM,pH_R3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_R3_TN.npy,1,0.057034522
812,EL037,picture,LM,pH_R4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_R4_TN.npy,6,0.07949935
813,EL037,picture,LM,pH_R5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_R5_TN.npy,1,0.1678481
814,EL037,picture,LM,pH_R6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_R6_TN.npy,1,0.06258355
815,EL037,picture,LM,pH_R8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_R8_TN.npy,9,-0.01052373
816,EL037,picture,LM,pH_R9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_pH_R9_TN.npy,1,0.08345248
817,EL037,reading,LM,A_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_L10_TN.npy,6,0.19327822
818,EL037,reading,LM,A_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_L11_TN.npy,6,0.21104981
819,EL037,reading,LM,A_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_L12_TN.npy,6,0.10291068
820,EL037,reading,LM,A_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_L1_TN.npy,6,0.14016804
821,EL037,reading,LM,A_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_L2_TN.npy,6,0.17233743
822,EL037,reading,LM,A_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_L3_TN.npy,6,0.025359478
823,EL037,reading,LM,A_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_L4_TN.npy,1,0.114981905
824,EL037,reading,LM,A_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_L5_TN.npy,6,-0.015012155
825,EL037,reading,LM,A_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_L6_TN.npy,6,0.010860141
826,EL037,reading,LM,A_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_L7_TN.npy,6,0.09049754
827,EL037,reading,LM,A_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_L8_TN.npy,6,0.12659633
828,EL037,reading,LM,A_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_L9_TN.npy,6,0.20118769
829,EL037,reading,LM,A_R10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_R10_TN.npy,6,0.17877546
830,EL037,reading,LM,A_R11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_R11_TN.npy,6,0.12827589
831,EL037,reading,LM,A_R1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_R1_TN.npy,1,0.060565557
832,EL037,reading,LM,A_R2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_R2_TN.npy,6,-0.0053890096
833,EL037,reading,LM,A_R3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_R3_TN.npy,6,0.027921593
834,EL037,reading,LM,A_R4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_R4_TN.npy,6,0.16472064
835,EL037,reading,LM,aH_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_L10_TN.npy,1,0.13870858
836,EL037,reading,LM,aH_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_L11_TN.npy,4,-0.0071263188
837,EL037,reading,LM,aH_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_L12_TN.npy,1,0.034386944
838,EL037,reading,LM,aH_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_L1_TN.npy,6,0.03999564
839,EL037,reading,LM,aH_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_L2_TN.npy,6,0.12218454
840,EL037,reading,LM,aH_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_L3_TN.npy,6,0.14004768
841,EL037,reading,LM,aH_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_L4_TN.npy,6,0.18111056
842,EL037,reading,LM,aH_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_L5_TN.npy,6,0.12511139
843,EL037,reading,LM,aH_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_L6_TN.npy,6,0.1358117
844,EL037,reading,LM,aH_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_L7_TN.npy,6,0.13306655
845,EL037,reading,LM,aH_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_L9_TN.npy,6,0.097796395
846,EL037,reading,LM,aH_R10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_R10_TN.npy,1,0.06770528
847,EL037,reading,LM,aH_R11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_R11_TN.npy,6,0.15626942
848,EL037,reading,LM,aH_R12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_R12_TN.npy,0,0.15697859
849,EL037,reading,LM,aH_R2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_R2_TN.npy,2,-0.08290788
850,EL037,reading,LM,aH_R3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_R3_TN.npy,6,0.04880317
851,EL037,reading,LM,aH_R4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_R4_TN.npy,6,0.06795844
852,EL037,reading,LM,aH_R5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_R5_TN.npy,6,0.023023462
853,EL037,reading,LM,aH_R6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_R6_TN.npy,6,0.13046832
854,EL037,reading,LM,aH_R7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_R7_TN.npy,6,0.21292627
855,EL037,reading,LM,aH_R9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aH_R9_TN.npy,6,0.048370715
856,EL037,reading,LM,aI_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L10_TN.npy,7,-0.18534374
857,EL037,reading,LM,aI_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L11_TN.npy,1,0.09914173
858,EL037,reading,LM,aI_L16,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L16_TN.npy,6,0.0903734
859,EL037,reading,LM,aI_L17,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L17_TN.npy,6,0.19459243
860,EL037,reading,LM,aI_L18,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L18_TN.npy,6,0.20541522
861,EL037,reading,LM,aI_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L1_TN.npy,6,0.10996515
862,EL037,reading,LM,aI_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L2_TN.npy,6,0.08125936
863,EL037,reading,LM,aI_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L3_TN.npy,6,0.045600448
864,EL037,reading,LM,aI_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L4_TN.npy,1,0.08347802
865,EL037,reading,LM,aI_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L5_TN.npy,1,0.16684842
866,EL037,reading,LM,aI_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L6_TN.npy,1,0.15702744
867,EL037,reading,LM,aI_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L7_TN.npy,4,0.06635682
868,EL037,reading,LM,aI_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L8_TN.npy,4,0.048353203
869,EL037,reading,LM,aI_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_aI_L9_TN.npy,1,0.19854584
870,EL037,reading,LM,CinG_L14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_CinG_L14_TN.npy,1,0.05417343
871,EL037,reading,LM,CinG_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_CinG_L2_TN.npy,6,0.20988595
872,EL037,reading,LM,EntG_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_EntG_L10_TN.npy,6,0.17002295
873,EL037,reading,LM,EntG_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_EntG_L11_TN.npy,0,0.1824959
874,EL037,reading,LM,EntG_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_EntG_L1_TN.npy,6,-0.007815531
875,EL037,reading,LM,EntG_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_EntG_L2_TN.npy,6,0.064724736
876,EL037,reading,LM,EntG_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_EntG_L3_TN.npy,6,0.051548425
877,EL037,reading,LM,EntG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_EntG_L4_TN.npy,6,-0.0045264577
878,EL037,reading,LM,EntG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_EntG_L5_TN.npy,6,-0.0011210839
879,EL037,reading,LM,EntG_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_EntG_L7_TN.npy,6,0.11838322
880,EL037,reading,LM,EntG_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_EntG_L8_TN.npy,6,0.16030113
881,EL037,reading,LM,EntG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_EntG_L9_TN.npy,6,0.15857407
882,EL037,reading,LM,OF_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_OF_L10_TN.npy,1,0.18381003
883,EL037,reading,LM,OF_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_OF_L11_TN.npy,1,0.18045425
884,EL037,reading,LM,OF_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_OF_L12_TN.npy,1,0.10849962
885,EL037,reading,LM,OF_L14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_OF_L14_TN.npy,6,0.09549989
886,EL037,reading,LM,OF_L15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_OF_L15_TN.npy,1,0.16811354
887,EL037,reading,LM,OF_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_OF_L1_TN.npy,6,0.18612008
888,EL037,reading,LM,OF_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_OF_L2_TN.npy,6,0.05878171
889,EL037,reading,LM,OF_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_OF_L3_TN.npy,6,0.18046345
890,EL037,reading,LM,OF_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_OF_L6_TN.npy,6,0.11303149
891,EL037,reading,LM,OF_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_OF_L7_TN.npy,1,0.04311998
892,EL037,reading,LM,OF_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_OF_L8_TN.npy,1,0.1456818
893,EL037,reading,LM,OF_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_OF_L9_TN.npy,1,0.18103987
894,EL037,reading,LM,pH_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_L10_TN.npy,1,0.11619907
895,EL037,reading,LM,pH_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_L11_TN.npy,1,0.11614649
896,EL037,reading,LM,pH_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_L1_TN.npy,6,0.13337499
897,EL037,reading,LM,pH_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_L2_TN.npy,6,0.026373802
898,EL037,reading,LM,pH_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_L3_TN.npy,6,0.099159464
899,EL037,reading,LM,pH_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_L4_TN.npy,6,0.009943108
900,EL037,reading,LM,pH_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_L5_TN.npy,6,0.16013046
901,EL037,reading,LM,pH_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_L9_TN.npy,1,0.12187129
902,EL037,reading,LM,pH_R10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_R10_TN.npy,1,0.1166251
903,EL037,reading,LM,pH_R11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_R11_TN.npy,1,0.03614981
904,EL037,reading,LM,pH_R12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_R12_TN.npy,6,0.10742761
905,EL037,reading,LM,pH_R2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_R2_TN.npy,1,0.11164889
906,EL037,reading,LM,pH_R3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_R3_TN.npy,1,0.1828227
907,EL037,reading,LM,pH_R4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_R4_TN.npy,6,-0.011673175
908,EL037,reading,LM,pH_R5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_R5_TN.npy,6,0.15794948
909,EL037,reading,LM,pH_R6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_R6_TN.npy,6,0.022605577
910,EL037,reading,LM,pH_R8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_R8_TN.npy,1,0.038522523
911,EL037,reading,LM,pH_R9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_pH_R9_TN.npy,4,-0.04751426
912,EL038,audio,LM,A_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_A_L10_TN.npy,1,0.10491636
913,EL038,audio,LM,A_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_A_L11_TN.npy,1,0.12730761
914,EL038,audio,LM,A_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_A_L12_TN.npy,4,-0.039976265
915,EL038,audio,LM,A_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_A_L1_TN.npy,6,0.028789667
916,EL038,audio,LM,A_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_A_L2_TN.npy,7,-0.080935
917,EL038,audio,LM,A_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_A_L3_TN.npy,6,0.11820825
918,EL038,audio,LM,A_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_A_L8_TN.npy,1,0.07067839
919,EL038,audio,LM,A_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_A_L9_TN.npy,6,0.112772964
920,EL038,audio,LM,aH_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_aH_L10_TN.npy,6,0.08831162
921,EL038,audio,LM,aH_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_aH_L11_TN.npy,1,0.050303906
922,EL038,audio,LM,aH_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_aH_L12_TN.npy,6,0.034263674
923,EL038,audio,LM,aH_L13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_aH_L13_TN.npy,4,-0.010115178
924,EL038,audio,LM,aH_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_aH_L1_TN.npy,9,-0.00565525
925,EL038,audio,LM,aH_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_aH_L2_TN.npy,6,0.0455971
926,EL038,audio,LM,aH_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_aH_L4_TN.npy,4,0.031404547
927,EL038,audio,LM,aH_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_aH_L5_TN.npy,1,0.1062036
928,EL038,audio,LM,aH_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_aH_L6_TN.npy,1,0.118717924
929,EL038,audio,LM,aH_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_aH_L7_TN.npy,4,0.075665876
930,EL038,audio,LM,aH_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_aH_L8_TN.npy,4,-0.028422005
931,EL038,audio,LM,aH_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\audio\EL038_audio_WM_ERSP_aH_L9_TN.npy,1,0.14232787
