sample_idx,cluster
467,7
468,9
469,14
470,9
471,3
472,24
473,3
474,3
475,3
476,3
477,3
478,3
479,3
480,3
481,3
482,3
483,24
484,19
485,19
486,24
487,19
488,19
489,24
490,24
491,24
492,24
493,24
494,24
495,19
496,19
497,19
498,19
499,19
500,19
501,1
502,1
503,1
504,1
505,1
506,15
507,15
508,1
509,1
510,22
511,22
512,22
513,26
514,9
515,1
516,1
517,1
518,1
519,1
520,1
521,19
522,19
523,21
524,19
525,1
526,1
527,1
528,26
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,21
542,21
543,19
544,19
545,19
546,1
547,26
548,17
549,17
550,2
551,19
552,21
553,21
554,21
555,19
556,24
557,1
558,1
559,24
560,10
561,7
562,19
563,19
564,19
565,24
566,19
567,19
568,19
569,19
570,1
571,19
572,1
573,7
574,19
575,4
576,4
577,4
578,4
579,16
580,16
581,16
582,4
583,26
584,4
585,19
586,19
587,19
588,19
589,19
590,4
591,1
592,1
593,1
594,7
595,7
596,19
597,19
598,19
599,1
600,1
601,1
602,4
603,24
604,19
605,4
606,19
607,19
608,24
609,1
610,24
611,7
612,4
613,12
614,14
615,14
616,1
617,12
618,12
619,1
620,12
621,14
622,1
623,1
624,12
625,12
626,12
627,12
628,12
629,1
630,1
631,12
632,12
633,12
634,12
635,12
636,12
637,12
638,12
639,12
640,12
641,7
642,7
643,12
644,0
645,15
646,15
647,7
648,12
649,19
650,19
651,1
652,19
653,1
654,12
655,1
656,19
657,19
658,19
659,21
660,6
661,25
662,25
663,1
664,1
665,9
666,9
667,9
668,6
669,9
670,9
671,6
672,25
673,24
674,9
675,9
676,9
677,9
678,9
679,9
680,9
681,9
682,9
683,9
684,9
685,6
686,6
687,9
688,9
689,9
690,6
691,6
692,9
693,9
694,9
695,9
696,6
697,6
698,6
699,6
700,9
701,9
702,9
703,9
704,9
705,19
706,19
707,1
708,9
709,0
710,0
711,9
712,9
713,19
714,19
715,1
716,9
717,9
718,24
719,7
720,7
721,9
722,11
723,9
724,9
725,9
726,6
727,6
728,6
729,1
730,1
731,9
732,9
733,6
734,6
735,9
736,9
737,6
738,9
739,9
740,9
741,9
742,1
743,9
744,9
745,9
746,9
747,9
748,9
749,9
750,9
751,9
752,9
753,9
754,9
755,6
756,6
757,9
758,9
759,9
760,9
761,6
762,6
763,6
764,6
765,6
766,9
767,9
768,9
769,9
770,9
771,1
772,1
773,0
774,0
775,0
776,9
777,9
778,3
779,19
780,1
781,1
782,9
783,9
784,9
785,9
786,9
787,9
788,9
789,7
790,7
791,19
792,7
793,0
794,24
795,24
796,24
797,24
798,24
799,24
800,7
801,7
802,3
803,3
804,3
805,7
806,7
807,3
808,7
809,8
810,24
811,8
812,24
813,8
814,8
815,8
816,8
817,8
818,8
819,8
820,8
821,8
822,8
823,8
824,8
825,8
826,8
827,8
828,8
829,8
830,8
831,8
832,8
833,8
834,8
835,8
836,8
837,8
838,8
839,8
840,8
841,8
842,8
843,8
844,8
845,8
846,8
847,8
848,8
849,8
850,8
851,8
852,8
853,8
854,8
855,8
856,8
857,8
858,8
859,8
860,8
861,8
862,8
863,8
864,8
865,8
866,8
867,8
868,8
869,8
870,8
871,8
872,8
873,8
874,8
875,8
876,8
877,8
878,8
879,8
880,8
881,8
882,8
883,8
884,8
885,8
886,8
887,8
888,8
889,3
890,7
891,8
892,8
893,8
894,8
895,8
896,8
897,8
898,8
899,8
900,8
901,8
902,8
903,8
904,8
905,8
906,8
907,8
908,8
909,8
910,8
911,8
912,7
913,7
914,7
915,7
916,19
917,7
918,24
919,7
920,7
921,7
922,17
923,24
924,24
925,3
926,3
927,3
928,24
929,24
930,24
931,24
932,9
933,7
934,24
935,17
936,23
937,23
938,23
939,23
940,23
941,23
942,23
943,23
944,23
945,23
946,23
947,23
948,23
949,23
950,23
951,23
952,23
953,23
954,23
955,23
956,23
957,23
958,23
959,23
960,23
961,23
962,23
963,23
964,23
965,23
966,23
967,23
968,23
969,23
970,23
971,23
972,23
973,23
974,23
975,23
976,23
977,23
978,23
979,23
980,23
981,23
982,23
983,23
984,23
985,23
986,23
987,23
988,23
989,23
990,23
991,23
992,23
993,23
994,23
995,23
996,11
997,11
998,11
999,11
1000,11
1001,23
1002,23
1003,23
1004,23
1005,23
1006,23
1007,11
1008,11
1009,11
1010,23
1011,23
1012,23
1013,23
1014,23
1015,23
1016,23
1017,23
1018,23
1019,23
1020,23
1021,23
1022,23
1023,23
1024,23
1025,23
1026,23
1027,23
1028,23
1029,23
1030,23
1031,23
1032,23
1033,23
1034,23
1035,21
1036,23
1037,23
1038,23
1039,23
1040,23
1041,23
1042,23
1043,23
1044,23
1045,23
1046,23
1047,23
1048,23
1049,23
1050,23
1051,23
1052,23
1053,23
1054,23
1055,23
1056,23
1057,23
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,11
1065,11
1066,11
1067,11
1068,0
1069,24
1070,7
1071,0
1072,0
1073,0
1074,0
1075,11
1076,11
1077,11
1078,19
1079,3
1080,19
1081,19
1082,21
1083,21
1084,19
1085,19
1086,15
1087,15
1088,19
1089,15
1090,15
1091,15
1092,15
1093,20
1094,20
1095,20
1096,20
1097,20
1098,15
1099,15
1100,20
1101,15
1102,15
1103,20
1104,20
1105,20
1106,15
1107,15
1108,15
1109,15
1110,21
1111,15
1112,15
1113,15
1114,15
1115,4
1116,4
1117,19
1118,19
1119,19
1120,19
1121,21
1122,4
1123,24
1124,9
1125,24
1126,9
1127,1
1128,1
1129,9
1130,1
1131,4
1132,4
1133,4
1134,4
1135,4
1136,4
1137,19
1138,1
1139,1
1140,13
1141,13
1142,13
1143,13
1144,13
1145,13
1146,13
1147,13
1148,13
1149,13
1150,13
1151,13
1152,13
1153,13
1154,13
1155,13
1156,13
1157,13
1158,13
1159,13
1160,13
1161,13
1162,13
1163,13
1164,13
1165,13
1166,13
1167,13
1168,13
1169,13
1170,13
1171,13
1172,13
1173,5
1174,5
1175,5
1176,5
1177,5
1178,5
1179,5
1180,5
1181,6
1182,26
1183,26
1184,6
1185,26
1186,4
1187,16
1188,26
1189,26
1190,9
1191,26
1192,26
1193,5
1194,5
1195,5
1196,5
1197,5
1198,5
1199,5
1200,26
1201,26
1202,26
1203,26
1204,26
1205,26
1206,26
1207,26
1208,9
1209,26
1210,26
1211,5
1212,5
1213,5
1214,5
1215,5
1216,5
1217,5
1218,5
1219,6
1220,6
1221,6
1222,4
1223,4
1224,17
1225,17
1226,17
1227,17
1228,17
1229,5
1230,5
1231,5
1232,5
1233,5
1234,17
1235,17
1236,7
1237,7
1238,7
1239,4
1240,7
1241,24
1242,24
1243,18
1244,26
1245,18
1246,18
1247,18
1248,18
1249,18
1250,18
1251,18
1252,18
1253,18
1254,18
1255,18
1256,26
1257,26
1258,26
1259,26
1260,26
1261,26
1262,18
1263,26
1264,26
1265,18
1266,18
1267,18
1268,18
1269,18
1270,26
1271,26
1272,26
1273,26
1274,26
1275,26
1276,26
1277,26
1278,26
1279,26
1280,26
1281,26
1282,26
1283,26
1284,26
1285,26
1286,26
1287,26
1288,26
1289,26
1290,7
1291,15
1292,15
1293,7
1294,15
1295,15
1296,19
1297,19
1298,19
1299,19
1300,24
1301,19
1302,19
1303,7
1304,3
1305,19
1306,19
1307,19
1308,19
1309,19
1310,19
1311,19
1312,19
1313,4
1314,2
1315,16
1316,2
1317,2
1318,2
1319,2
1320,2
1321,16
1322,16
1323,16
1324,16
1325,2
1326,2
1327,2
1328,2
1329,2
1330,16
1331,16
1332,16
1333,2
1334,16
1335,16
1336,2
1337,2
1338,2
1339,2
1340,16
1341,16
1342,16
1343,16
1344,16
1345,16
1346,2
1347,2
1348,2
1349,16
1350,16
1351,2
1352,2
1353,2
1354,2
1355,16
1356,16
1357,16
1358,16
1359,16
1360,16
1361,16
1362,16
1363,16
1364,16
1365,16
1366,2
1367,16
1368,16
1369,16
1370,16
1371,16
1372,16
1373,16
1374,16
1375,16
1376,16
1377,16
1378,16
1379,16
1380,16
1381,16
1382,16
1383,7
1384,16
1385,16
1386,16
1387,2
1388,2
1389,16
1390,16
1391,16
1392,16
1393,16
1394,16
1395,16
1396,16
1397,16
1398,16
1399,16
1400,16
1401,2
1402,2
1403,2
1404,2
1405,2
1406,2
1407,2
1408,2
1409,2
