k,row_fold,col_fold,var_explained,feature_set,method,method_label,space,scheme,n,p
10,3,2,0.5331262006579036,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,3,3,0.5288236452917354,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,0,0,0.5328542406638052,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,0,1,0.5506930792765263,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,0,2,0.5435918257219912,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,0,3,0.546207910914595,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,1,0,0.5494728884284201,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,1,1,0.5677276707305668,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,1,2,0.5522977470589762,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,1,3,0.5556997318613522,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,2,0,0.5444321771396801,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,2,1,0.5584823850289297,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,2,2,0.5523851324657669,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,2,3,0.5531025320324627,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,3,0,0.5185035897380945,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,3,1,0.5387064319804662,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,3,2,0.529375518247887,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
11,3,3,0.5307130931488562,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,0,0,0.5335943855028831,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,0,1,0.5482762293089676,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,0,2,0.5373587818988219,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,0,3,0.5463622014526899,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,1,0,0.5432850664925063,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,1,1,0.5584503770442684,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,1,2,0.5546287694545625,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,1,3,0.5633073624511269,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,2,0,0.5390466310672253,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,2,1,0.5520776240127355,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,2,2,0.5494596614505782,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,2,3,0.5572821903549222,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
