feature_set,scheme,method_label,k,mean,std,count
concat_hg_all,home,convex NMF,20,0.49683911682979054,0.01119037954707511,16
concat_hg_all,home,k-means,2,0.210298953269849,0.01730826257330105,16
concat_hg_all,home,k-means,3,0.28911036464495304,0.01957394616713785,16
concat_hg_all,home,k-means,4,0.32278386330261893,0.018278290073888235,16
concat_hg_all,home,k-means,5,0.3487893216126637,0.01803731414800252,16
concat_hg_all,home,k-means,6,0.3660116061064077,0.016184343539471294,16
concat_hg_all,home,k-means,7,0.38057839417332323,0.014232708810837453,16
concat_hg_all,home,k-means,8,0.3950226539757799,0.018149914204002505,16
concat_hg_all,home,k-means,10,0.41489569388125924,0.01677003605859916,16
concat_hg_all,home,k-means,12,0.4366769906148167,0.016342605374799073,16
concat_hg_all,home,k-means,14,0.45202535871644456,0.015495221511880578,16
concat_hg_all,home,k-means,16,0.4649415861814335,0.016967247224739267,16
concat_hg_all,home,k-means,18,0.4764833339634284,0.01485689895320346,16
concat_hg_all,home,k-means,20,0.4883174729285354,0.016207366311672678,16
concat_hg_all,unit-norm,Ward,2,0.187581675108201,0.009513731829824602,16
concat_hg_all,unit-norm,Ward,3,0.23090116740767724,0.011020913662118149,16
concat_hg_all,unit-norm,Ward,4,0.2602147309406411,0.011958657069619327,16
concat_hg_all,unit-norm,Ward,5,0.2775465024654576,0.012218791461696571,16
concat_hg_all,unit-norm,Ward,6,0.2905681076111729,0.012986016241332407,16
concat_hg_all,unit-norm,Ward,7,0.3027353030081104,0.013498976046920267,16
concat_hg_all,unit-norm,Ward,8,0.31386834241953665,0.013250818619145328,16
concat_hg_all,unit-norm,Ward,10,0.33422996611098643,0.014056818537865662,16
concat_hg_all,unit-norm,Ward,12,0.3512284053879952,0.013895936802308195,16
concat_hg_all,unit-norm,Ward,14,0.36349832079420047,0.013694211251138606,16
concat_hg_all,unit-norm,Ward,16,0.3743041576760916,0.013317423154648188,16
concat_hg_all,unit-norm,Ward,18,0.38288588991616695,0.012304309186042606,16
concat_hg_all,unit-norm,Ward,20,0.38970087738478126,0.011971736019380641,16
