k,row_fold,col_fold,var_explained,feature_set,method,method_label,space,scheme,n,p
13,2,1,0.5269474037404297,concat_hg,kmeans,k-means,dB,home,1693,900
13,2,2,0.4984765943841788,concat_hg,kmeans,k-means,dB,home,1693,900
13,2,3,0.5225871895516276,concat_hg,kmeans,k-means,dB,home,1693,900
13,3,0,0.49711656721710096,concat_hg,kmeans,k-means,dB,home,1693,900
13,3,1,0.5140070531596805,concat_hg,kmeans,k-means,dB,home,1693,900
13,3,2,0.49087225011658486,concat_hg,kmeans,k-means,dB,home,1693,900
13,3,3,0.52024538146348,concat_hg,kmeans,k-means,dB,home,1693,900
14,0,0,0.49780086191677275,concat_hg,kmeans,k-means,dB,home,1693,900
14,0,1,0.515450899995769,concat_hg,kmeans,k-means,dB,home,1693,900
14,0,2,0.5098061315350216,concat_hg,kmeans,k-means,dB,home,1693,900
14,0,3,0.5145408125221733,concat_hg,kmeans,k-means,dB,home,1693,900
14,1,0,0.5377871050921887,concat_hg,kmeans,k-means,dB,home,1693,900
14,1,1,0.562959005404523,concat_hg,kmeans,k-means,dB,home,1693,900
14,1,2,0.5298342050171165,concat_hg,kmeans,k-means,dB,home,1693,900
14,1,3,0.5568744095899462,concat_hg,kmeans,k-means,dB,home,1693,900
14,2,0,0.5135325254708218,concat_hg,kmeans,k-means,dB,home,1693,900
14,2,1,0.5401151830676574,concat_hg,kmeans,k-means,dB,home,1693,900
14,2,2,0.514157759938709,concat_hg,kmeans,k-means,dB,home,1693,900
14,2,3,0.5380515992569097,concat_hg,kmeans,k-means,dB,home,1693,900
14,3,0,0.5110602687661838,concat_hg,kmeans,k-means,dB,home,1693,900
14,3,1,0.5239341476171918,concat_hg,kmeans,k-means,dB,home,1693,900
14,3,2,0.5102382222425882,concat_hg,kmeans,k-means,dB,home,1693,900
14,3,3,0.5262805738836281,concat_hg,kmeans,k-means,dB,home,1693,900
15,0,0,0.5164357838458289,concat_hg,kmeans,k-means,dB,home,1693,900
15,0,1,0.5312680760114332,concat_hg,kmeans,k-means,dB,home,1693,900
15,0,2,0.5142165042597228,concat_hg,kmeans,k-means,dB,home,1693,900
15,0,3,0.5184108041745483,concat_hg,kmeans,k-means,dB,home,1693,900
15,1,0,0.5515507439873852,concat_hg,kmeans,k-means,dB,home,1693,900
15,1,1,0.5691199548935145,concat_hg,kmeans,k-means,dB,home,1693,900
15,1,2,0.5388697467984892,concat_hg,kmeans,k-means,dB,home,1693,900
15,1,3,0.5627114356392001,concat_hg,kmeans,k-means,dB,home,1693,900
15,2,0,0.51831447005682,concat_hg,kmeans,k-means,dB,home,1693,900
15,2,1,0.5371960645898959,concat_hg,kmeans,k-means,dB,home,1693,900
15,2,2,0.5270028271892808,concat_hg,kmeans,k-means,dB,home,1693,900
15,2,3,0.5377091954085762,concat_hg,kmeans,k-means,dB,home,1693,900
15,3,0,0.525066791832002,concat_hg,kmeans,k-means,dB,home,1693,900
15,3,1,0.5223282130440448,concat_hg,kmeans,k-means,dB,home,1693,900
15,3,2,0.5104232601405368,concat_hg,kmeans,k-means,dB,home,1693,900
15,3,3,0.5312801093232015,concat_hg,kmeans,k-means,dB,home,1693,900
16,0,0,0.513391528833496,concat_hg,kmeans,k-means,dB,home,1693,900
16,0,1,0.5352059816538464,concat_hg,kmeans,k-means,dB,home,1693,900
16,0,2,0.5126104554331098,concat_hg,kmeans,k-means,dB,home,1693,900
16,0,3,0.5254197459742895,concat_hg,kmeans,k-means,dB,home,1693,900
16,1,0,0.5533686737215565,concat_hg,kmeans,k-means,dB,home,1693,900
16,1,1,0.5597127541961933,concat_hg,kmeans,k-means,dB,home,1693,900
16,1,2,0.5440616790887918,concat_hg,kmeans,k-means,dB,home,1693,900
16,1,3,0.557785968991269,concat_hg,kmeans,k-means,dB,home,1693,900
16,2,0,0.5336278194299691,concat_hg,kmeans,k-means,dB,home,1693,900
16,2,1,0.5460674280580222,concat_hg,kmeans,k-means,dB,home,1693,900
16,2,2,0.5197272393910913,concat_hg,kmeans,k-means,dB,home,1693,900
16,2,3,0.5550496843816823,concat_hg,kmeans,k-means,dB,home,1693,900
16,3,0,0.5328039332198864,concat_hg,kmeans,k-means,dB,home,1693,900
16,3,1,0.5361878009057236,concat_hg,kmeans,k-means,dB,home,1693,900
16,3,2,0.5339113860568858,concat_hg,kmeans,k-means,dB,home,1693,900
16,3,3,0.5298589157016476,concat_hg,kmeans,k-means,dB,home,1693,900
17,0,0,0.5219406467484959,concat_hg,kmeans,k-means,dB,home,1693,900
17,0,1,0.540397694878299,concat_hg,kmeans,k-means,dB,home,1693,900
17,0,2,0.5171049072299776,concat_hg,kmeans,k-means,dB,home,1693,900
17,0,3,0.5258046125599869,concat_hg,kmeans,k-means,dB,home,1693,900
17,1,0,0.56077121738335,concat_hg,kmeans,k-means,dB,home,1693,900
17,1,1,0.5750771053085484,concat_hg,kmeans,k-means,dB,home,1693,900
17,1,2,0.548616103946203,concat_hg,kmeans,k-means,dB,home,1693,900
17,1,3,0.5676733552654093,concat_hg,kmeans,k-means,dB,home,1693,900
17,2,0,0.5361208606290404,concat_hg,kmeans,k-means,dB,home,1693,900
17,2,1,0.556287196500056,concat_hg,kmeans,k-means,dB,home,1693,900
17,2,2,0.5262925863818342,concat_hg,kmeans,k-means,dB,home,1693,900
17,2,3,0.5538754750985289,concat_hg,kmeans,k-means,dB,home,1693,900
17,3,0,0.5316239698604306,concat_hg,kmeans,k-means,dB,home,1693,900
17,3,1,0.5420239866920138,concat_hg,kmeans,k-means,dB,home,1693,900
17,3,2,0.5278150563361561,concat_hg,kmeans,k-means,dB,home,1693,900
17,3,3,0.5390646184890144,concat_hg,kmeans,k-means,dB,home,1693,900
18,0,0,0.5238589710600243,concat_hg,kmeans,k-means,dB,home,1693,900
18,0,1,0.5359631412268454,concat_hg,kmeans,k-means,dB,home,1693,900
18,0,2,0.5315236103569043,concat_hg,kmeans,k-means,dB,home,1693,900
18,0,3,0.5326347511908978,concat_hg,kmeans,k-means,dB,home,1693,900
18,1,0,0.5556712575229806,concat_hg,kmeans,k-means,dB,home,1693,900
18,1,1,0.5827921546125243,concat_hg,kmeans,k-means,dB,home,1693,900
18,1,2,0.5540521113025054,concat_hg,kmeans,k-means,dB,home,1693,900
18,1,3,0.5731720603547639,concat_hg,kmeans,k-means,dB,home,1693,900
18,2,0,0.5392348928714243,concat_hg,kmeans,k-means,dB,home,1693,900
18,2,1,0.5636201380755228,concat_hg,kmeans,k-means,dB,home,1693,900
18,2,2,0.5391569672171984,concat_hg,kmeans,k-means,dB,home,1693,900
18,2,3,0.5571112506550625,concat_hg,kmeans,k-means,dB,home,1693,900
18,3,0,0.5402295276312854,concat_hg,kmeans,k-means,dB,home,1693,900
18,3,1,0.5399849339452168,concat_hg,kmeans,k-means,dB,home,1693,900
18,3,2,0.5378226509467079,concat_hg,kmeans,k-means,dB,home,1693,900
18,3,3,0.5435930129013787,concat_hg,kmeans,k-means,dB,home,1693,900
19,0,0,0.5301569538919642,concat_hg,kmeans,k-means,dB,home,1693,900
19,0,1,0.5550904034523371,concat_hg,kmeans,k-means,dB,home,1693,900
19,0,2,0.5355550207059065,concat_hg,kmeans,k-means,dB,home,1693,900
19,0,3,0.5329513354889326,concat_hg,kmeans,k-means,dB,home,1693,900
19,1,0,0.5638620472632598,concat_hg,kmeans,k-means,dB,home,1693,900
19,1,1,0.5849940993690295,concat_hg,kmeans,k-means,dB,home,1693,900
19,1,2,0.5516001611257084,concat_hg,kmeans,k-means,dB,home,1693,900
19,1,3,0.576704313954265,concat_hg,kmeans,k-means,dB,home,1693,900
19,2,0,0.5432642757370187,concat_hg,kmeans,k-means,dB,home,1693,900
19,2,1,0.5645560060308612,concat_hg,kmeans,k-means,dB,home,1693,900
19,2,2,0.5442573605517563,concat_hg,kmeans,k-means,dB,home,1693,900
19,2,3,0.5676777768909118,concat_hg,kmeans,k-means,dB,home,1693,900
19,3,0,0.5417955393135298,concat_hg,kmeans,k-means,dB,home,1693,900
19,3,1,0.560162887805282,concat_hg,kmeans,k-means,dB,home,1693,900
19,3,2,0.5493668721192135,concat_hg,kmeans,k-means,dB,home,1693,900
19,3,3,0.5526853141291304,concat_hg,kmeans,k-means,dB,home,1693,900
20,0,0,0.5362723284288298,concat_hg,kmeans,k-means,dB,home,1693,900
20,0,1,0.5466836162663173,concat_hg,kmeans,k-means,dB,home,1693,900
20,0,2,0.53091134159263,concat_hg,kmeans,k-means,dB,home,1693,900
20,0,3,0.5392580761463224,concat_hg,kmeans,k-means,dB,home,1693,900
20,1,0,0.5660221381421674,concat_hg,kmeans,k-means,dB,home,1693,900
20,1,1,0.5776460470129131,concat_hg,kmeans,k-means,dB,home,1693,900
20,1,2,0.553445237870731,concat_hg,kmeans,k-means,dB,home,1693,900
20,1,3,0.5897355587422319,concat_hg,kmeans,k-means,dB,home,1693,900
20,2,0,0.5540283628527558,concat_hg,kmeans,k-means,dB,home,1693,900
20,2,1,0.5735643836699422,concat_hg,kmeans,k-means,dB,home,1693,900
20,2,2,0.5424746872579261,concat_hg,kmeans,k-means,dB,home,1693,900
20,2,3,0.5588313507485017,concat_hg,kmeans,k-means,dB,home,1693,900
20,3,0,0.5284740589365844,concat_hg,kmeans,k-means,dB,home,1693,900
20,3,1,0.5558337477424498,concat_hg,kmeans,k-means,dB,home,1693,900
20,3,2,0.5520460347806238,concat_hg,kmeans,k-means,dB,home,1693,900
20,3,3,0.5527087520837259,concat_hg,kmeans,k-means,dB,home,1693,900
21,0,0,0.5252055055134126,concat_hg,kmeans,k-means,dB,home,1693,900
21,0,1,0.5533040104078942,concat_hg,kmeans,k-means,dB,home,1693,900
21,0,2,0.5388408365706691,concat_hg,kmeans,k-means,dB,home,1693,900
21,0,3,0.5462746756894008,concat_hg,kmeans,k-means,dB,home,1693,900
21,1,0,0.5666773057270682,concat_hg,kmeans,k-means,dB,home,1693,900
21,1,1,0.5891028250913946,concat_hg,kmeans,k-means,dB,home,1693,900
21,1,2,0.5694902871120411,concat_hg,kmeans,k-means,dB,home,1693,900
21,1,3,0.5863011673233762,concat_hg,kmeans,k-means,dB,home,1693,900
21,2,0,0.5463749780011058,concat_hg,kmeans,k-means,dB,home,1693,900
21,2,1,0.5742585225272008,concat_hg,kmeans,k-means,dB,home,1693,900
21,2,2,0.5420268801189196,concat_hg,kmeans,k-means,dB,home,1693,900
21,2,3,0.56709116355571,concat_hg,kmeans,k-means,dB,home,1693,900
21,3,0,0.552987645385004,concat_hg,kmeans,k-means,dB,home,1693,900
21,3,1,0.5488713280207482,concat_hg,kmeans,k-means,dB,home,1693,900
21,3,2,0.5410579356811058,concat_hg,kmeans,k-means,dB,home,1693,900
21,3,3,0.5519845289245318,concat_hg,kmeans,k-means,dB,home,1693,900
22,0,0,0.5343976553619292,concat_hg,kmeans,k-means,dB,home,1693,900
22,0,1,0.5600393995478684,concat_hg,kmeans,k-means,dB,home,1693,900
22,0,2,0.5424925346752474,concat_hg,kmeans,k-means,dB,home,1693,900
22,0,3,0.5427029988752051,concat_hg,kmeans,k-means,dB,home,1693,900
22,1,0,0.5763314406078749,concat_hg,kmeans,k-means,dB,home,1693,900
22,1,1,0.5959792480016806,concat_hg,kmeans,k-means,dB,home,1693,900
22,1,2,0.5707207155737462,concat_hg,kmeans,k-means,dB,home,1693,900
22,1,3,0.5813063953961493,concat_hg,kmeans,k-means,dB,home,1693,900
22,2,0,0.5535376387406279,concat_hg,kmeans,k-means,dB,home,1693,900
22,2,1,0.5749370693352168,concat_hg,kmeans,k-means,dB,home,1693,900
22,2,2,0.5589040484103918,concat_hg,kmeans,k-means,dB,home,1693,900
22,2,3,0.5714963931289229,concat_hg,kmeans,k-means,dB,home,1693,900
22,3,0,0.5550981602700169,concat_hg,kmeans,k-means,dB,home,1693,900
22,3,1,0.5659323180118603,concat_hg,kmeans,k-means,dB,home,1693,900
22,3,2,0.5508620821786174,concat_hg,kmeans,k-means,dB,home,1693,900
22,3,3,0.5594901826161548,concat_hg,kmeans,k-means,dB,home,1693,900
23,0,0,0.5441299582610237,concat_hg,kmeans,k-means,dB,home,1693,900
23,0,1,0.5623420890090116,concat_hg,kmeans,k-means,dB,home,1693,900
23,0,2,0.5482569775564341,concat_hg,kmeans,k-means,dB,home,1693,900
23,0,3,0.5561913840639846,concat_hg,kmeans,k-means,dB,home,1693,900
23,1,0,0.5757866121981512,concat_hg,kmeans,k-means,dB,home,1693,900
23,1,1,0.5890614043444745,concat_hg,kmeans,k-means,dB,home,1693,900
23,1,2,0.5763237715442642,concat_hg,kmeans,k-means,dB,home,1693,900
23,1,3,0.5899691861817573,concat_hg,kmeans,k-means,dB,home,1693,900
23,2,0,0.5638678036621857,concat_hg,kmeans,k-means,dB,home,1693,900
23,2,1,0.5818964683559537,concat_hg,kmeans,k-means,dB,home,1693,900
23,2,2,0.5517875030537329,concat_hg,kmeans,k-means,dB,home,1693,900
23,2,3,0.56658718832977,concat_hg,kmeans,k-means,dB,home,1693,900
23,3,0,0.560047691150576,concat_hg,kmeans,k-means,dB,home,1693,900
23,3,1,0.5720147427774842,concat_hg,kmeans,k-means,dB,home,1693,900
23,3,2,0.5573689441388274,concat_hg,kmeans,k-means,dB,home,1693,900
23,3,3,0.5585600556174775,concat_hg,kmeans,k-means,dB,home,1693,900
24,0,0,0.541775424156191,concat_hg,kmeans,k-means,dB,home,1693,900
24,0,1,0.5584523345887434,concat_hg,kmeans,k-means,dB,home,1693,900
24,0,2,0.5443884009597605,concat_hg,kmeans,k-means,dB,home,1693,900
24,0,3,0.5574354256960556,concat_hg,kmeans,k-means,dB,home,1693,900
24,1,0,0.5786802763679755,concat_hg,kmeans,k-means,dB,home,1693,900
24,1,1,0.5955315233126166,concat_hg,kmeans,k-means,dB,home,1693,900
24,1,2,0.57705099416637,concat_hg,kmeans,k-means,dB,home,1693,900
24,1,3,0.5922424850400356,concat_hg,kmeans,k-means,dB,home,1693,900
24,2,0,0.5607056973118851,concat_hg,kmeans,k-means,dB,home,1693,900
24,2,1,0.5827728683547758,concat_hg,kmeans,k-means,dB,home,1693,900
24,2,2,0.5658602307491798,concat_hg,kmeans,k-means,dB,home,1693,900
24,2,3,0.5671706256619199,concat_hg,kmeans,k-means,dB,home,1693,900
24,3,0,0.5596747692505144,concat_hg,kmeans,k-means,dB,home,1693,900
24,3,1,0.5660235760686463,concat_hg,kmeans,k-means,dB,home,1693,900
24,3,2,0.5636002926067907,concat_hg,kmeans,k-means,dB,home,1693,900
24,3,3,0.5677540804813459,concat_hg,kmeans,k-means,dB,home,1693,900
25,0,0,0.554142584934205,concat_hg,kmeans,k-means,dB,home,1693,900
25,0,1,0.5642762281810524,concat_hg,kmeans,k-means,dB,home,1693,900
25,0,2,0.5539246674185228,concat_hg,kmeans,k-means,dB,home,1693,900
25,0,3,0.5565061032583362,concat_hg,kmeans,k-means,dB,home,1693,900
25,1,0,0.5885867889371933,concat_hg,kmeans,k-means,dB,home,1693,900
25,1,1,0.6023784378274197,concat_hg,kmeans,k-means,dB,home,1693,900
25,1,2,0.5787436592950082,concat_hg,kmeans,k-means,dB,home,1693,900
25,1,3,0.5963602435600632,concat_hg,kmeans,k-means,dB,home,1693,900
25,2,0,0.5709415235210826,concat_hg,kmeans,k-means,dB,home,1693,900
25,2,1,0.5883149660067026,concat_hg,kmeans,k-means,dB,home,1693,900
25,2,2,0.565841290673814,concat_hg,kmeans,k-means,dB,home,1693,900
25,2,3,0.5772937957131747,concat_hg,kmeans,k-means,dB,home,1693,900
25,3,0,0.5716362692018407,concat_hg,kmeans,k-means,dB,home,1693,900
25,3,1,0.5752080324774943,concat_hg,kmeans,k-means,dB,home,1693,900
25,3,2,0.5621339940201064,concat_hg,kmeans,k-means,dB,home,1693,900
25,3,3,0.5780787062116085,concat_hg,kmeans,k-means,dB,home,1693,900
26,0,0,0.5446089686433481,concat_hg,kmeans,k-means,dB,home,1693,900
26,0,1,0.5776864583277213,concat_hg,kmeans,k-means,dB,home,1693,900
26,0,2,0.5556648477333641,concat_hg,kmeans,k-means,dB,home,1693,900
26,0,3,0.5622914031161053,concat_hg,kmeans,k-means,dB,home,1693,900
26,1,0,0.5928571603800024,concat_hg,kmeans,k-means,dB,home,1693,900
26,1,1,0.606251984066435,concat_hg,kmeans,k-means,dB,home,1693,900
26,1,2,0.5831121280375285,concat_hg,kmeans,k-means,dB,home,1693,900
26,1,3,0.5935630335007953,concat_hg,kmeans,k-means,dB,home,1693,900
26,2,0,0.5692867898613305,concat_hg,kmeans,k-means,dB,home,1693,900
26,2,1,0.5803793183374524,concat_hg,kmeans,k-means,dB,home,1693,900
26,2,2,0.5595496176657806,concat_hg,kmeans,k-means,dB,home,1693,900
