k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
2,5,6,1,8,9,9,9,8,8,8,9,8,8,18,18,18,18,18,15,15,25,10,8,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,2,7,7,7,7,0,7,0,7,7,7,7,7,7,7,4,7,7
0,0,0,4,6,7,7,6,6,5,7,7,7,6,17,6,17,17,17,23,23,23,25,23,23,23
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,0,17,17,7,20,20,7,7,7,7,7
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,0,0,0,7,7,7,7,2,5,7,10,7,7,15,7,20,20,20,20,20,20,20,4,20,20
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,2,0,0,7,7,7,4,2,5,2,10,7,7,15,7,20,20,20,20,20,20,20,4,20,29
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,3,3,3
2,2,2,5,5,8,5,5,2,8,2,10,16,16,15,7,20,20,20,8,20,20,20,4,20,8
2,2,2,2,2,2,2,5,2,2,2,10,10,7,15,7,20,20,20,20,20,20,20,4,20,20
2,2,2,2,2,2,2,5,2,2,2,10,10,7,15,7,20,20,20,20,20,20,20,4,20,20
0,2,2,2,2,2,2,5,2,5,2,10,10,7,15,7,20,20,20,20,20,20,20,4,20,20
2,2,2,2,2,2,2,5,2,5,2,10,13,7,15,7,20,20,20,20,20,20,20,4,20,20
2,2,2,2,2,5,2,5,2,5,2,10,13,7,15,7,20,20,20,20,20,20,20,4,20,20
2,2,2,2,2,5,2,5,2,5,2,10,13,7,15,7,20,20,20,20,20,20,20,4,20,20
0,2,2,2,2,5,2,5,2,5,2,10,7,7,15,7,20,20,20,20,20,20,20,4,20,20
2,2,1,6,1,1,10,5,4,2,2,10,7,15,2,2,10,10,22,22,22,10,10,8,10,10
2,0,0,5,5,8,3,4,8,1,2,10,16,17,17,8,10,17,8,17,8,8,17,17,8,17
1,3,3,6,3,1,3,3,3,3,1,3,8,17,17,17,17,17,17,15,17,17,10,17,17,17
2,2,2,2,2,2,2,3,3,2,2,10,10,15,2,2,10,10,6,6,6,6,6,10,6,6
3,3,3,3,3,3,3,5,3,2,2,3,3,15,2,2,10,10,6,6,6,6,6,10,6,6
2,2,2,2,2,3,2,5,3,2,2,2,10,15,2,2,10,10,6,6,6,6,17,17,17,6
1,1,1,6,1,1,10,10,10,6,1,1,8,8,1,1,1,1,1,22,22,1,22,20,10,10
1,1,1,6,1,1,10,10,10,6,1,1,8,8,1,1,1,1,22,22,22,22,10,20,10,10
1,1,1,6,1,1,10,10,10,6,1,1,8,8,1,1,1,1,1,15,15,1,10,8,10,10
3,3,3,3,3,3,3,3,3,2,2,3,3,17,17,17,10,17,17,17,17,17,17,17,17,17
1,1,1,6,1,1,10,10,10,2,2,10,8,8,1,1,10,10,1,15,15,1,10,17,10,10
1,1,1,6,1,1,10,10,10,8,8,1,8,8,1,1,1,1,1,15,15,1,10,8,10,10
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,21,21,21,21,21,21,21,21
2,1,1,6,1,1,10,5,8,2,2,10,8,8,8,8,8,8,8,15,15,8,10,8,10,10
2,2,2,2,2,2,2,5,2,2,2,10,10,15,2,7,20,20,20,20,20,20,20,4,20,20
1,1,1,6,1,1,10,10,2,5,1,1,7,7,15,7,20,20,20,20,20,20,10,4,20,20
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,21,15,15,21,10,8,10,10
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,21,21,21,21,21,21,21,21
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,21,21,21,21,21,21,21,21
3,2,2,3,3,3,3,5,2,2,2,10,3,17,17,17,17,17,17,17,17,17,17,17,17,17
2,5,3,3,3,5,5,5,5,8,5,5,8,5,5,5,5,5,5,5,5,25,5,25,25,25
2,2,2,2,2,3,10,5,2,2,2,10,8,8,15,7,20,20,20,20,20,20,20,8,20,10
2,2,2,2,2,5,2,5,5,2,5,5,8,8,5,5,5,5,5,15,15,25,10,8,25,25
2,2,2,2,2,5,2,5,5,2,2,5,5,5,5,5,5,5,5,17,17,17,17,10,17,17
3,2,2,2,2,3,2,5,5,2,2,10,5,17,17,17,17,17,17,17,17,17,17,17,17,17
0,2,2,2,2,7,2,7,7,2,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,3,3,3,3,3,7,7,7,2,3,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
2,2,2,2,2,2,2,3,3,2,3,5,3,17,17,17,17,17,17,17,17,17,17,17,17,17
0,2,2,2,3,7,3,5,7,2,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,2,2,2,2,2,2,7,7,2,2,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,2,2,2,2,7,2,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,7,5,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
0,0,0,0,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17
1,3,1,3,3,3,3,3,3,6,3,1,8,8,1,1,1,1,1,15,15,1,10,8,10,10
1,1,1,6,1,1,3,10,10,6,1,1,8,8,1,1,1,1,1,15,15,1,10,20,10,10
3,3,3,3,3,3,3,3,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
3,3,3,3,3,3,3,3,3,2,2,3,3,15,2,2,10,10,6,6,6,6,17,17,6,6
3,3,3,3,3,3,3,3,3,3,3,3,3,17,17,17,10,10,17,17,17,17,17,17,17,17
0,2,2,2,2,5,0,5,1,1,14,2,13,17,17,17,17,17,22,22,22,22,22,22,18,18
2,3,3,3,3,3,3,3,3,2,2,3,10,15,2,2,2,21,6,6,6,6,6,10,6,6
2,5,5,6,1,1,10,10,8,8,8,8,8,8,8,8,10,10,1,15,15,1,10,8,10,10
1,1,1,6,1,1,10,10,10,6,1,1,8,8,1,1,1,1,1,15,15,1,10,8,10,10
2,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,22,22,22,22,22,22,18,18
1,2,2,2,2,1,10,10,12,2,2,5,8,8,2,15,10,10,22,15,15,22,10,8,10,10
1,2,2,2,2,2,2,2,12,2,2,12,8,17,17,17,10,10,22,22,22,22,22,22,18,18
1,2,2,2,2,2,2,5,10,2,2,2,7,17,17,17,17,17,22,22,22,22,17,17,17,18
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,1,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
4,0,0,4,6,6,6,6,6,5,6,14,7,7,15,7,20,20,4,23,14,23,15,15,15,29
0,0,0,7,0,0,0,1,1,1,4,4,4,4,4,4,4,4,14,14,14,14,15,15,15,15
0,0,0,0,7,7,7,7,7,7,7,7,14,14,7,0,7,7,7,23,14,7,15,15,15,15
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,15,15,15,15
0,0,0,0,7,7,7,7,7,7,7,7,14,0,7,0,7,7,7,14,14,7,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,4,0,4,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,1,1,6,1,1,10,10,2,5,10,15,7,7,15,7,20,20,20,20,20,10,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,4,6,7,7,6,6,5,6,6,6,7,6,7,6,20,4,20,20,23,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,6,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,0,7,7,7,7,7,5,7,7,7,0,7,14,7,7,14,14,14,14,15,15,15,15
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,1,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
3,3,3,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
4,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
3,3,3,7,0,0,0,1,1,3,3,3,3,3,3,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,0,7,7,7,4,7,5,7,7,7,7,7,10,7,7,10,14,14,4,7,27,4,29
4,0,0,7,0,0,8,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,16,6,0,4
0,0,0,0,7,0,8,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,16,6,0,4
0,0,0,7,0,0,8,0,0,0,0,0,10,2,16,16,16,16,16,16,16,16,16,6,16,16
0,0,0,7,0,0,8,0,0,0,0,0,10,14,14,16,14,14,14,16,14,14,16,6,16,16
0,0,0,7,0,0,8,0,0,0,0,0,10,14,14,16,14,14,14,14,14,14,0,14,14,14
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,0,7,7,7,4,1,5,7,14,14,7,14,14,14,14,14,14,14,14,15,15,15,15
0,2,2,2,2,2,2,0,0,2,2,10,10,7,15,7,20,20,20,20,20,20,20,10,20,6
2,5,2,2,2,2,0,1,0,1,14,10,14,14,15,7,20,20,0,0,0,0,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,10,14,14,14,14,14,14,4,0,4,0
0,0,0,0,7,0,8,0,0,0,0,0,0,2,0,16,0,0,0,14,14,14,15,0,15,15
4,5,6,1,8,0,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,22,22
0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,14,21,21,21,21,21,21,22,22
1,1,1,6,1,1,10,1,4,1,10,14,14,14,14,14,14,14,14,14,14,10,14,26,22,22
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,1,14,14
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,5,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
2,5,5,5,5,8,8,0,0,0,8,8,16,16,8,8,8,8,8,8,8,8,8,16,8,8
2,5,5,5,5,8,9,9,8,5,9,9,16,16,15,8,20,20,8,8,8,8,8,16,8,8
2,5,2,2,2,2,8,5,0,0,2,10,9,7,15,7,20,20,22,22,22,22,22,22,18,18
2,5,6,5,5,8,9,9,9,9,9,9,9,9,18,18,18,18,8,8,8,8,8,16,8,8
2,5,6,1,8,9,8,0,0,9,9,9,9,9,18,18,18,18,18,18,18,18,15,22,15,15
4,5,6,1,0,0,0,9,9,1,9,9,9,9,18,18,18,18,18,18,18,14,15,15,15,15
1,1,1,6,1,1,10,10,10,6,1,1,8,8,1,1,1,1,1,15,15,1,10,8,10,10
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,1,1,6,1,1,10,4,4,10,10,15,15,10,9,9,9,9,22,22,22,22,22,22,18,18
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,10,14,14,22,22,22,22,22,22,18,18
0,0,0,7,0,0,0,1,1,1,14,14,14,14,9,9,9,9,22,22,22,22,22,22,18,18
1,1,1,7,1,1,10,10,1,1,14,1,8,14,10,15,15,15,22,22,22,22,22,22,18,18
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,22,22,22,22,22,22,18,18
1,1,6,1,8,9,9,9,9,9,9,9,9,9,9,9,9,9,22,22,22,22,22,22,18,18
1,1,6,1,8,9,9,9,9,9,9,9,9,9,3,3,3,18,22,22,22,22,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
2,0,0,0,7,8,8,0,0,0,0,0,10,16,0,16,0,0,10,4,4,4,4,0,4,16
1,1,1,6,1,1,10,10,10,6,1,1,8,8,1,1,1,1,1,15,15,1,10,8,10,10
3,3,3,6,1,1,10,3,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
1,1,3,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
3,5,5,0,7,8,8,4,0,0,0,0,0,16,10,10,15,15,10,4,4,4,4,0,4,0
1,5,5,6,1,1,10,10,8,8,8,15,8,8,8,8,8,8,8,15,15,25,10,8,10,10
2,5,5,6,5,5,10,5,5,2,5,5,8,8,5,5,5,5,5,15,15,5,10,8,10,10
2,5,5,6,1,5,10,8,5,8,8,5,8,8,5,8,5,5,8,15,15,25,10,8,10,10
1,1,1,6,1,1,10,10,8,8,8,8,8,8,8,1,8,1,1,15,15,1,10,8,10,10
0,0,0,0,7,7,7,4,7,5,7,7,0,0,15,10,20,20,10,4,4,4,4,0,4,29
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,26,26,26,26
1,1,1,7,0,0,0,1,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
0,0,0,0,7,7,7,4,7,7,7,7,0,0,7,10,7,7,10,7,7,4,4,0,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
4,4,4,4,6,6,6,6,6,4,6,6,6,6,6,6,6,6,4,23,23,23,23,23,23,23
1,1,1,6,1,1,10,10,5,10,5,5,8,8,5,5,5,5,5,15,15,15,10,8,10,10
2,2,2,2,2,1,10,5,4,2,2,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
1,1,1,6,1,1,10,10,4,10,10,15,8,8,10,15,15,15,15,15,15,15,10,8,26,26
0,0,0,0,7,7,8,0,0,0,0,0,15,10,10,15,15,15,15,10,10,15,26,26,26,26
2,5,5,5,5,8,10,4,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
0,0,0,0,7,7,7,0,4,10,10,0,15,10,10,15,15,15,15,10,10,15,26,26,26,26
0,0,0,0,7,7,7,7,7,7,7,7,7,10,10,15,15,15,15,10,10,7,7,26,7,26
0,0,0,0,7,7,7,7,7,7,7,7,6,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,4,4,10,10,15,15,10,10,15,15,15,15,10,10,7,7,26,26,26
2,2,3,6,3,1,10,10,4,2,10,15,10,10,10,15,15,15,15,10,10,15,26,26,26,26
1,5,1,6,1,1,10,10,4,10,10,15,8,8,10,15,15,15,15,15,15,25,10,8,10,10
2,5,5,6,1,4,10,8,4,8,10,15,8,8,10,15,15,15,15,15,15,25,10,8,10,10
0,0,0,0,7,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,2,5,5,5,2,8,0,0,0,0,0,16,16,0,16,0,0,0,0,0,0,8,16,0,4
2,5,5,5,5,8,5,8,4,10,10,15,15,16,10,15,15,15,15,10,10,15,26,26,26,26
2,5,5,5,5,8,8,8,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
4,5,5,5,5,8,5,8,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
1,2,2,6,1,1,10,10,10,2,2,10,8,8,1,1,10,10,1,15,15,10,10,8,10,10
3,3,3,3,3,3,10,3,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
3,3,3,3,3,3,10,3,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,15,10,10,15,26,26,26,26
1,5,5,6,1,1,10,10,4,8,10,15,8,8,10,15,15,15,15,15,15,25,10,8,10,10
2,5,5,5,5,8,10,8,4,10,10,15,15,8,10,15,15,15,15,10,10,15,26,8,26,26
4,5,4,6,1,1,10,6,6,8,10,15,8,8,10,15,15,15,15,15,15,15,10,25,25,25
1,5,5,6,1,1,10,10,4,10,10,15,8,8,10,15,15,15,15,15,15,15,10,26,25,25
3,5,5,6,1,1,10,8,8,8,10,15,8,8,8,8,15,15,15,15,15,15,10,25,25,25
1,1,1,6,1,1,10,4,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
1,5,5,6,1,1,10,10,4,10,10,15,8,8,10,15,15,15,15,15,15,15,10,26,10,10
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,10,26,26,26,26
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,10,26,26,26,26
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,10,26,26,26,26
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
1,1,1,6,1,1,10,4,4,10,10,15,15,10,10,15,15,15,15,10,10,10,26,26,26,26
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,10,26,26,26,26
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,10,26,26,26,26
0,0,0,0,7,7,7,7,4,10,10,15,15,10,10,15,15,15,15,10,10,10,26,26,26,26
0,0,0,0,7,7,7,7,4,10,10,15,15,10,10,15,15,15,15,10,10,10,26,26,26,26
0,0,0,0,7,7,7,4,7,7,7,7,0,0,7,0,7,7,7,7,7,7,26,26,7,7
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
3,3,3,0,7,7,10,4,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
1,1,1,6,1,1,10,4,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
3,3,3,0,7,1,10,4,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
3,3,3,3,3,3,3,3,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
3,3,3,3,3,3,10,3,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,10,26,26,26,26
1,1,1,6,1,1,10,4,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
1,1,1,6,1,1,10,4,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
4,0,0,0,7,7,10,4,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
4,0,0,0,7,7,10,4,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
4,1,0,6,1,1,10,4,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
2,2,5,5,5,2,8,0,0,2,0,0,10,15,2,2,8,8,6,6,6,6,6,8,6,6
1,1,1,6,1,1,10,10,10,6,1,1,8,8,1,1,1,1,1,15,15,1,10,8,10,10
1,1,1,6,1,1,10,10,10,6,1,1,8,8,1,1,1,1,1,15,15,25,10,8,10,10
1,1,1,6,1,1,10,10,10,8,1,1,8,8,1,1,1,1,1,15,15,25,10,8,10,10
1,1,1,6,1,1,10,10,10,6,1,1,8,8,1,1,1,1,1,15,15,1,10,8,10,10
1,1,1,6,1,1,10,10,10,6,1,1,8,8,1,1,1,1,1,15,15,1,10,8,10,10
0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,10,0,0,0,4,0,0,25,0,7,4
2,5,5,5,5,8,8,8,0,0,0,8,16,16,8,8,8,8,8,8,8,8,8,16,8,8
2,1,1,6,1,1,10,10,10,8,1,5,8,8,1,1,1,1,1,15,15,1,10,8,10,10
2,5,5,6,1,1,10,10,8,8,8,8,8,8,8,8,8,8,8,15,15,8,10,8,10,10
1,1,1,6,1,1,10,10,4,8,10,15,8,8,10,15,15,15,15,15,15,15,10,8,10,10
0,0,0,0,7,7,7,7,4,10,10,15,7,10,10,15,15,15,15,10,10,7,26,26,26,26
4,4,4,0,7,7,7,4,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
3,3,3,3,3,3,3,3,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
2,2,2,2,2,2,2,0,0,2,0,5,10,15,2,15,2,2,15,2,2,15,2,2,2,26
1,1,1,7,0,0,0,1,1,1,14,14,1,1,9,9,9,9,9,9,9,9,9,9,14,14
1,1,1,7,0,0,0,1,1,1,14,14,14,14,9,9,9,9,9,14,14,14,9,9,9,9
1,1,1,6,1,1,10,10,10,6,1,1,8,8,1,1,1,10,1,15,15,1,1,8,1,1
0,0,0,7,0,7,7,7,7,7,7,7,7,14,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,7,0,0,7,7,1,7,14,7,2,14,9,9,7,7,7,7,7,7,0,14,14,14
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,0,7,7,7
2,5,5,5,5,8,8,4,6,0,0,8,16,16,0,10,0,0,10,4,4,4,4,0,4,0
2,5,5,5,5,6,5,8,6,8,0,12,16,6,0,8,0,0,0,0,0,0,25,25,0,4
2,2,5,5,5,2,8,0,0,0,0,0,10,16,0,16,0,0,0,0,0,0,8,16,0,4
2,5,5,5,5,8,5,8,8,8,8,8,4,4,8,8,8,8,8,8,8,14,8,16,8,8
0,0,0,0,7,7,7,4,7,7,7,7,0,0,7,10,7,7,10,4,4,4,4,0,4,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,21,21,21,21,21,21,21,21
0,0,0,0,7,7,7,4,7,7,7,7,0,0,7,10,7,7,10,4,4,4,4,0,4,0
4,4,4,4,6,6,6,6,6,4,4,4,4,6,4,4,4,4,4,23,23,23,25,23,23,23
4,4,4,4,6,6,6,6,6,4,6,6,6,6,6,6,6,6,4,23,23,23,25,23,23,23
4,0,0,0,7,7,7,4,6,4,7,6,0,6,0,6,0,0,0,23,0,0,25,0,0,4
0,0,0,0,7,7,7,4,7,7,7,7,0,0,7,10,7,7,10,4,4,4,4,0,4,0
2,5,5,5,5,8,8,0,0,0,0,0,16,16,0,16,0,0,0,8,0,0,8,16,0,4
