k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
2,0,0,0,2,2,2,7,7,10,7,7,7,7,18,18,18,18,18,18,18,18,18,18,18,18
3,3,4,3,3,0,0,0,3,4,4,0,4,0,0,8,8,8,8,8,8,8,8,8,8,8
0,5,4,3,8,8,10,10,10,4,4,0,4,0,0,8,8,8,15,8,14,15,14,15,10,10
3,3,4,3,8,0,10,3,0,0,0,10,15,10,10,10,10,15,17,15,17,17,14,17,17,17
2,0,0,0,2,2,2,2,2,10,7,2,16,16,16,16,16,18,18,18,18,18,18,7,7,18
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,3,7,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,0,4,3,8,8,10,10,7,4,4,7,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,0,0,0,2,8,10,7,7,4,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,3,4,3,3,2,2,2,2,0,2,3,16,16,16,16,16,16,16,16,16,16,16,16,16,16
3,3,0,3,0,0,0,7,7,7,7,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16
0,0,0,3,0,8,10,7,7,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
2,4,0,4,2,6,6,10,2,2,10,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,3,4,3,0,2,2,3,7,4,7,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,3,4,3,3,0,0,0,10,4,4,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
2,0,0,2,2,2,2,2,2,10,2,2,2,2,2,2,14,7,7,23,7,7,7,7,7,7
3,4,6,3,3,0,0,0,0,0,0,10,6,10,10,10,10,15,17,15,17,17,17,17,17,17
3,3,4,3,3,0,0,3,3,4,3,10,3,3,10,10,3,15,3,3,3,3,3,3,3,3
3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,3,3,3,3,3
2,2,0,4,2,2,2,2,2,2,10,14,14,2,14,14,14,14,14,23,23,23,7,7,7,23
2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,7,2,16,7,7,7,7,7,7
2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,7,7,7,7,7,7
2,0,0,3,2,2,2,2,0,10,10,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,0,0,0,2,2,2,7,7,10,7,7,7,7,18,18,18,18,18,18,18,18,17,17,17,18
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,4,3,3,0,0,0,0,0,4,10,4,10,10,10,10,15,15,15,16,16,14,16,16,10
2,0,0,0,0,2,2,7,7,10,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,0,0,0,2,2,2,7,7,10,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,2,2,7,4,2,2,2,2,2,1,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,2,0,4,2,2,2,2,2,10,10,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,0,0,0,2,2,2,7,7,10,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,0,0,7,2,2,2,2,2,10,10,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,2,0,7,4,2,2,2,2,2,7,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,2,0,7,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,2,2,4,2,2,2,2,2,2,10,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,2,0,4,2,2,2,2,2,10,10,14,14,2,16,14,14,7,7,23,7,7,23,23,23,7
2,0,0,4,2,2,2,2,2,10,10,14,14,2,14,14,14,14,14,23,23,23,23,16,23,23
2,2,2,4,2,2,2,2,2,2,2,14,16,2,16,16,16,16,2,16,16,16,23,23,23,16
4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,23,6,6,6,23
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,2,0,5,2,2,2,2,2,5,8,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,2,0,4,2,2,2,2,2,2,1,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,4,6,4,2,2,2,2,2,6,10,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
4,4,4,3,8,3,3,3,3,3,3,3,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,0,0,3,0,8,10,7,7,7,7,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,2,2,7,4,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,0,0,4,2,2,2,2,2,10,10,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,0,0,0,0,2,2,7,7,10,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16,16
0,5,5,5,8,3,3,3,3,3,3,10,3,10,10,10,10,15,12,15,12,12,12,12,28,28
2,2,2,7,4,2,2,2,2,13,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,3,3,7,4,2,2,7,7,10,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,1,4,1,8,3,3,3,3,3,10,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,8,8,8,8,14,8,8,14,7,7,7,21,21,3,21,25,3,25,25,14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,6,6,6,6,3,6,6,6,3,3,3,3,3,3,3,3,3,3,24,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,2,6,7,4,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,24,24,24,22,22,22
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,3,3,3,0,0,0,0,0,0,15,15,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,6,6,6,6,6,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,3,3,1,3,3,3,3,3,3,3,1,3,1,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,1,6,1,6,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,6,3,3,3,3,3,3,3
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,3,3,3,0,0,0,0,0,0,15,15,3,3,3,3,3,17,3,3,3,17,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,0,5,8,5,5,5,5,1,1,1,5,5,5,5
2,2,2,7,4,2,2,2,2,2,13,13,13,13,13,13,1,7,22,22,22,22,7,24,24,24
1,1,1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,22,22,22,22,22,24,24,24
1,1,1,1,1,1,1,1,1,1,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,1,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,1,8,1,5,8,5,19,19,19,19,19,19,19,19,19,19,19
4,4,4,5,1,3,3,3,3,3,3,3,3,3,10,10,10,15,3,15,3,3,3,3,3,3
3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,5,4,5,8,3,3,3,3,3,3,10,3,3,3,3,3,15,3,3,3,3,3,3,3,3
0,5,4,5,5,3,3,3,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
4,4,6,5,5,6,6,6,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
1,2,2,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,4,3,3,0,0,10,10,4,4,4,4,15,15,15,15,4,15,4,15,15,15,15,10,15
3,3,4,7,4,4,4,4,10,4,4,3,4,13,3,3,3,3,3,3,3,3,24,27,3,3
2,0,0,0,2,2,2,7,7,10,7,7,7,7,18,18,18,18,18,18,18,18,18,18,18,18
2,0,0,4,2,2,2,2,2,10,7,12,7,2,18,18,20,20,20,20,20,20,20,20,20,20
4,4,6,3,3,6,6,0,10,4,4,4,4,15,15,15,15,4,15,4,15,15,15,15,10,15
3,3,4,3,3,8,10,10,10,4,4,4,4,15,15,15,15,4,15,4,15,15,15,15,10,15
3,3,3,7,3,0,0,0,4,4,4,4,4,15,15,15,15,4,7,4,15,15,15,15,10,15
2,0,3,0,0,0,0,7,7,10,7,7,7,7,18,18,18,8,8,18,8,8,18,8,8,8
2,0,0,4,8,8,10,10,12,12,12,12,12,12,12,12,20,20,20,20,20,20,20,20,20,20
4,4,4,3,8,8,10,10,10,4,4,4,4,15,10,15,10,15,15,15,14,15,14,15,10,10
4,4,6,6,8,8,10,10,12,12,12,12,12,10,12,12,12,12,12,12,12,12,12,12,28,28
1,1,1,1,1,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
1,1,1,1,0,1,1,1,7,7,7,1,7,7,18,18,5,5,20,18,22,22,18,18,18,24
4,4,4,3,8,6,6,10,10,4,4,10,4,10,10,10,10,15,15,15,14,15,14,15,10,10
4,4,4,3,8,8,10,10,10,4,4,4,4,15,15,15,15,4,15,4,14,15,14,15,10,10
3,0,0,3,2,0,0,0,10,4,4,15,4,17,17,17,17,17,17,17,14,15,14,15,10,10
3,3,3,7,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
2,0,0,1,0,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
4,4,4,6,8,3,3,3,3,3,12,10,12,10,10,10,10,15,12,15,12,12,12,12,28,28
4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,15,6,15,6,6,6,6,6,6
4,4,6,5,8,6,6,10,12,12,12,10,12,10,10,10,10,15,6,15,6,6,12,6,6,28
4,4,6,5,8,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
0,0,0,4,8,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
0,5,4,5,8,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
4,4,4,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,2,3,7,4,4,4,4,4,13,13,13,13,13,13,13,13,7,7,22,7,7,22,26,26,7
0,5,5,5,8,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
4,4,6,4,8,8,10,10,12,12,12,12,12,12,12,12,20,20,20,20,20,20,20,20,20,20
2,4,6,4,2,8,10,10,12,12,12,12,12,12,12,12,20,20,20,20,20,20,20,20,20,20
1,1,1,0,0,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
4,4,6,6,6,6,6,6,6,6,6,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,4,6,6,8,8,10,10,12,12,12,12,12,10,12,12,10,15,12,15,12,12,12,12,28,28
1,1,1,1,1,1,1,1,12,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
1,1,1,1,1,1,1,1,1,1,5,1,0,1,1,5,1,1,5,5,5,5,5,5,5,5
3,3,4,3,8,8,10,3,10,4,4,4,4,15,15,15,15,4,15,4,15,15,15,15,10,15
2,0,0,4,2,8,10,10,12,12,12,12,12,12,12,12,20,20,20,20,20,20,20,20,20,20
2,0,0,4,2,2,2,10,2,10,10,14,14,2,14,14,20,20,20,20,20,20,20,20,20,20
2,0,0,4,2,2,2,2,2,10,10,14,14,2,14,14,20,20,20,20,20,20,20,20,20,20
0,0,4,3,8,8,10,10,10,4,4,4,4,15,15,15,15,4,15,4,15,15,15,15,10,15
0,0,0,4,8,8,10,10,10,4,4,4,4,15,15,15,15,4,15,4,15,15,15,15,10,15
2,0,0,4,8,8,10,10,12,12,10,12,14,12,15,12,20,20,20,20,20,20,20,20,20,20
2,0,0,4,2,8,10,10,12,12,12,12,12,12,12,12,20,20,20,20,20,20,20,20,20,20
4,4,6,4,8,8,10,10,12,12,12,12,12,12,12,12,20,20,20,20,20,20,20,20,20,20
4,4,1,1,8,8,10,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
3,3,4,3,8,3,3,3,3,4,3,3,3,3,3,3,3,3,15,3,3,3,3,3,3,3
4,4,4,4,8,8,10,10,10,4,4,4,4,15,15,15,15,4,15,4,14,15,14,15,10,10
0,5,4,3,8,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,8,12,8,12,28,28
0,0,0,1,8,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
0,1,1,1,8,8,10,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
0,0,0,1,0,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
1,1,4,1,8,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
0,5,1,1,8,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
1,1,1,1,8,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
2,0,0,4,2,2,2,7,12,10,12,12,12,12,12,12,20,20,20,20,18,20,18,20,20,20
2,0,0,4,2,2,2,2,2,10,10,14,14,2,14,14,14,7,7,23,7,7,23,26,26,7
4,4,6,4,8,8,10,10,12,12,12,10,12,10,10,10,10,15,14,15,23,23,20,20,20,28
2,0,0,1,8,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
4,4,6,4,8,8,10,10,12,12,12,12,12,12,12,12,20,20,20,20,20,20,20,20,20,20
0,0,0,4,8,8,10,10,12,12,12,12,12,12,12,12,20,20,20,20,20,20,20,20,20,20
0,5,0,5,8,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
2,0,0,4,2,2,2,7,2,10,10,14,14,2,14,14,20,20,20,20,20,20,20,20,20,20
2,0,0,4,2,2,2,10,2,10,10,14,14,2,14,14,20,20,20,20,20,20,20,20,20,20
1,1,1,1,1,1,1,1,1,13,5,1,0,5,8,5,5,5,22,22,22,22,22,24,24,24
0,4,4,3,8,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
3,3,4,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,4,6,1,8,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
1,1,1,1,8,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
2,0,0,4,8,8,10,10,12,12,12,12,12,12,12,12,20,12,12,12,12,12,12,12,28,28
4,4,6,6,4,6,6,4,4,13,13,6,13,13,13,13,13,1,6,6,24,24,6,22,22,22
4,4,6,6,8,8,10,10,12,12,12,12,12,12,12,12,3,3,3,3,12,3,12,3,28,28
4,4,6,6,6,6,6,10,10,2,4,4,4,15,15,15,15,4,15,4,15,15,15,15,10,15
4,4,1,1,1,1,1,1,12,12,12,1,12,1,1,1,1,1,1,1,12,1,12,1,28,28
0,5,5,5,8,5,5,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
4,4,4,6,8,3,3,3,3,3,3,10,3,10,10,10,10,15,12,15,12,12,12,12,28,28
0,5,1,1,8,8,10,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,28
1,1,1,1,1,1,1,1,1,1,12,1,12,5,12,5,5,5,5,12,5,5,12,5,5,5
4,4,4,6,8,8,10,10,10,4,4,4,4,15,15,15,15,4,15,4,15,15,15,15,10,15
3,3,4,3,2,0,0,10,10,4,4,4,4,15,15,15,15,4,15,4,15,15,15,15,10,15
4,4,0,4,8,8,10,10,10,4,4,4,4,15,15,15,15,4,15,4,15,15,15,15,10,15
0,0,0,4,8,8,10,10,10,4,4,4,4,15,15,15,15,4,15,4,14,15,14,15,10,15
0,0,0,0,0,8,10,7,10,4,4,0,4,0,0,8,8,8,8,8,8,8,18,8,18,8
4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,24,24,6,22,22,22
2,2,6,7,4,6,6,6,6,6,10,14,14,6,14,6,6,7,22,22,24,24,22,22,22,22
2,0,0,4,2,2,2,2,2,10,10,14,14,2,14,14,14,7,7,23,7,7,23,23,23,7
4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,28
1,1,1,1,1,1,1,1,1,3,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,7,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,7,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,22,22,22,22,24,24,24
1,1,1,1,1,1,1,1,1,7,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,7,4,6,1,1,1,9,9,6,9,3,6,3,6,3,22,22,24,24,22,24,24,24
3,3,4,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,4,4,4,8,8,10,10,12,12,12,10,12,10,10,12,10,15,15,15,12,12,12,12,28,28
4,4,6,6,6,6,6,6,6,6,6,10,6,10,3,3,3,3,6,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,12,1,12,12,12,12,12,12,12,12,12,12,12,12,28,28
3,3,4,3,3,8,10,10,10,4,4,4,4,15,0,15,8,8,15,8,14,15,14,15,10,10
2,2,2,7,4,2,2,2,2,2,2,2,2,2,2,2,14,7,7,23,7,7,7,7,7,7
3,3,4,3,3,0,0,0,10,4,4,15,4,17,17,17,17,17,15,17,14,15,14,15,10,10
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,22,22,22,24,24,24
3,3,4,3,8,8,10,10,10,4,4,4,4,15,15,15,15,8,15,8,14,15,14,15,10,10
3,3,4,3,8,8,10,10,10,4,4,10,4,10,10,10,10,15,15,15,14,15,14,15,10,10
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,8,17,17,17,17,17,17,17
4,4,4,1,8,6,10,10,12,12,3,10,12,10,3,3,3,3,3,3,3,3,3,3,3,3
3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,4,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,4,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,4,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,4,1,8,3,8,8,8,8,14,8,8,14,7,7,7,21,21,14,21,25,26,25,25,14
0,1,1,1,1,3,8,8,8,8,14,8,8,14,7,7,7,21,21,14,21,25,26,25,25,14
1,1,1,1,1,3,8,8,8,8,14,8,8,14,7,7,7,21,21,14,21,25,26,25,25,14
