sample_idx,patient_id,condition,task,electrode,file_path,prop_above_pos,prop_below_neg,high_activity,UMAP_1,UMAP_2,cluster_hierarchical_raw,silhouette,contact_name,patient,name,hemi,x,y,z,is_wm
595,PAT_3415,picture,LM,IPG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_IPG5_TN.npy,0.0320930232558139,0.0019121447028423,True,1.8162358,5.892564,1,0.27312663,IPG5,PAT_3415,IPG5,L,-0.3338905274868011,-14.099084854125977,14.473052978515623,0.0
596,PAT_3415,picture,LM,IPG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_IPG6_TN.npy,0.0319896640826873,0.002609819121447,True,1.8538947,5.853221,1,0.27005282,IPG6,PAT_3415,IPG6,L,-0.3338905274868011,-14.099084854125977,14.473052978515623,0.0
597,PAT_3415,picture,LM,IPG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_IPG7_TN.npy,0.0335142118863049,0.0027906976744186,True,1.954048,5.79593,1,0.27340788,IPG7,PAT_3415,IPG7,L,-3.752892255783081,-18.023372650146484,30.00775718688965,0.0
598,PAT_3415,picture,LM,IPG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_IPG8_TN.npy,0.0361240310077519,0.0014211886304909,True,1.9474669,5.786804,1,0.28165606,IPG8,PAT_3415,IPG8,L,-3.752892255783081,-18.023372650146484,30.00775718688965,0.0
599,PAT_3415,picture,LM,IPG9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_IPG9_TN.npy,0.0358656330749354,0.0023514211886304,True,1.9689084,5.7556148,1,0.2836217,IPG9,PAT_3415,IPG9,L,-13.791215896606444,-24.19639015197754,38.86165618896485,0.0
600,PAT_3415,picture,LM,OI1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OI1_TN.npy,0.1557622739018087,0.0086046511627906,True,2.8433957,6.116322,1,0.27196756,OI1,PAT_3415,OI1,L,-15.737523078918455,-99.34224700927734,-16.28396224975586,0.0
601,PAT_3415,picture,LM,OI2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OI2_TN.npy,0.0535658914728682,0.0047028423772609,True,2.7491646,6.030907,1,0.25489524,OI2,PAT_3415,OI2,L,-32.44135665893555,-94.12667083740234,-14.465670585632324,0.0
602,PAT_3415,picture,LM,OI3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OI3_TN.npy,0.0586304909560723,0.0159948320413436,True,2.701433,6.131475,1,0.270171,OI3,PAT_3415,OI3,L,-41.33712005615234,-88.41790771484375,-11.123109817504885,0.0
603,PAT_3415,picture,LM,OI4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OI4_TN.npy,0.1467700258397933,0.0050904392764857,True,2.9369423,6.204751,1,0.2712476,OI4,PAT_3415,OI4,L,-41.48649215698242,-77.25370788574219,-15.781282424926758,0.0
604,PAT_3415,picture,LM,OI5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OI5_TN.npy,0.1000516795865633,0.0037209302325581,True,2.8118815,6.1613536,1,0.27691823,OI5,PAT_3415,OI5,L,-43.93831253051758,-75.19935607910156,-12.22083568572998,0.0
605,PAT_3415,picture,LM,OI6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OI6_TN.npy,0.0426614987080103,0.0021188630490956,True,2.739628,6.058588,1,0.27904385,OI6,PAT_3415,OI6,L,-52.32286834716797,-64.89195251464844,5.330914974212647,0.0
606,PAT_3415,picture,LM,OS1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OS1_TN.npy,0.3788113695090439,0.0006459948320413,True,8.079313,1.7206125,1,0.21226794,OS1,PAT_3415,OS1,L,-27.801631927490234,-97.9521026611328,-12.452997207641602,0.0
607,PAT_3415,picture,LM,OS2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OS2_TN.npy,0.1584754521963824,0.0034883720930232,True,3.0385156,6.1425867,1,0.2701835,OS2,PAT_3415,OS2,L,-29.930444717407227,-95.14698028564452,-3.702267408370972,0.0
608,PAT_3415,picture,LM,OS3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OS3_TN.npy,0.0921188630490956,0.0267183462532299,True,2.6075966,6.001871,1,0.24018078,OS3,PAT_3415,OS3,L,-40.488502502441406,-88.7715835571289,-2.239351987838745,0.0
609,PAT_3415,picture,LM,OS4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OS4_TN.npy,0.0239793281653746,0.0078036175710594,True,2.4868731,5.8664904,1,0.26361722,OS4,PAT_3415,OS4,L,-39.74227142333984,-87.0685043334961,13.895906448364258,0.0
610,PAT_3415,picture,LM,OS5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OS5_TN.npy,0.021860465116279,0.0025581395348837,True,2.5179842,5.1698117,1,0.2102217,OS5,PAT_3415,OS5,L,-41.552547454833984,-84.82678985595703,23.0036678314209,0.0
611,PAT_3415,picture,LM,TA1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TA1_TN.npy,0.0237984496124031,0.0054263565891472,True,2.3759677,4.287073,1,0.16330768,TA1,PAT_3415,TA1,L,-32.87804412841797,-1.1251226663589478,-46.49178314208984,0.0
612,PAT_3415,picture,LM,TA2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TA2_TN.npy,0.0302325581395348,0.005968992248062,True,2.3047423,4.4347844,1,0.16399561,TA2,PAT_3415,TA2,L,-37.307403564453125,-1.38478684425354,-46.44039916992188,0.0
613,PAT_3415,picture,LM,TA3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TA3_TN.npy,0.0327390180878552,0.0030232558139534,True,2.3353148,4.388763,1,0.20994584,TA3,PAT_3415,TA3,L,-47.44747543334961,-5.071282386779785,-36.11546325683594,0.0
614,PAT_3415,picture,LM,TA4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TA4_TN.npy,0.030516795865633,0.0036692506459948,True,2.2682402,4.481897,1,0.18492329,TA4,PAT_3415,TA4,L,-61.923622131347656,-5.880796909332275,-27.053247451782227,0.0
615,PAT_3415,picture,LM,TA5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TA5_TN.npy,0.0283979328165374,0.0052713178294573,True,2.1882422,4.4461856,1,0.14422205,TA5,PAT_3415,TA5,L,-62.4727668762207,-11.133716583251951,-18.02324676513672,0.0
616,PAT_3415,picture,LM,TA6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TA6_TN.npy,0.0287338501291989,0.0050387596899224,True,2.1856058,4.495313,1,0.1333813,TA6,PAT_3415,TA6,L,-65.5450668334961,-16.180408477783203,-14.264688491821287,0.0
617,PAT_3415,picture,LM,TM1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TM1_TN.npy,0.0324289405684754,0.0015245478036175,True,2.2641792,4.4736695,1,0.22735147,TM1,PAT_3415,TM1,L,-23.940412521362305,5.719496726989746,-45.34015274047852,0.0
618,PAT_3415,picture,LM,TM2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TM2_TN.npy,0.0298191214470284,0.0016795865633074,True,2.416285,4.24884,1,0.21851996,TM2,PAT_3415,TM2,L,-31.19391250610352,-4.764183521270752,-44.70231246948242,0.0
619,PAT_3415,picture,LM,TM3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TM3_TN.npy,0.0297932816537467,0.0027131782945736,True,2.383469,4.341359,1,0.20075475,TM3,PAT_3415,TM3,L,-38.16786575317383,-8.463098526000977,-45.24430465698242,0.0
620,PAT_3415,picture,LM,TM4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TM4_TN.npy,0.0247028423772609,0.0051937984496124,True,2.1794245,5.079302,1,0.20138654,TM4,PAT_3415,TM4,L,-45.40728759765625,-12.83795928955078,-42.975379943847656,0.0
621,PAT_3415,picture,LM,TM5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TM5_TN.npy,0.021937984496124,0.0017054263565891,True,2.576268,4.489443,1,0.19637997,TM5,PAT_3415,TM5,L,-48.1616439819336,-19.69130516052246,-37.724891662597656,0.0
622,PAT_3415,picture,LM,TM6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TM6_TN.npy,0.0284496124031007,0.0041085271317829,True,2.2080212,4.49954,1,0.15806091,TM6,PAT_3415,TM6,L,-54.4908332824707,-29.25679588317871,-23.36612319946289,0.0
623,PAT_3415,picture,LM,TP1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TP1_TN.npy,0.0334625322997416,0.0026356589147286,True,2.6286824,6.086037,1,0.25982782,TP1,PAT_3415,TP1,L,-17.38008689880371,-78.64353942871094,-13.160736083984377,0.0
624,PAT_3415,picture,LM,TP2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TP2_TN.npy,0.0577002583979328,0.0028682170542635,True,2.71453,6.1316514,1,0.27270418,TP2,PAT_3415,TP2,L,-21.62694358825684,-79.842529296875,-7.796267032623291,0.0
625,PAT_3415,picture,LM,TP3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TP3_TN.npy,0.0417829457364341,0.0023255813953488,True,2.7049809,6.0660963,1,0.2714619,TP3,PAT_3415,TP3,L,-29.73052024841309,-66.30380249023438,-17.405729293823242,0.0
626,PAT_3415,picture,LM,TP4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TP4_TN.npy,0.0404651162790697,0.0022739018087855,True,2.7075343,5.9578667,1,0.25864488,TP4,PAT_3415,TP4,L,-43.394187927246094,-65.40708923339844,-21.77320671081543,0.0
627,PAT_3415,picture,LM,TP5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TP5_TN.npy,0.0341343669250646,0.0024806201550387,True,2.5509129,5.9906754,1,0.2613715,TP5,PAT_3415,TP5,L,-46.530792236328125,-63.65068435668945,-17.921316146850586,0.0
628,PAT_3415,picture,LM,TP6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TP6_TN.npy,0.0441085271317829,0.0027390180878552,True,2.6175685,5.996208,1,0.25318286,TP6,PAT_3415,TP6,L,-56.86692428588867,-59.9387092590332,-13.649782180786133,0.0
629,PAT_3415,reading,LM,GA7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_GA7_TN.npy,0.0215245478036175,0.0104134366925064,True,-0.772215,3.9732733,0,0.0044004014,GA7,PAT_3415,GA7,L,-45.02263259887695,-31.3889217376709,61.768516540527344,0.0
630,PAT_3415,reading,LM,GB3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_GB3_TN.npy,0.0723772609819121,0.0009560723514211,True,6.1654387,2.0886738,1,0.31261617,GB3,PAT_3415,GB3,L,-57.262657165527344,-4.012387275695801,43.286712646484375,0.0
631,PAT_3415,reading,LM,GB4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_GB4_TN.npy,0.0448062015503875,0.0062273901808785,True,-0.5253265,4.0281253,0,-0.09895447,GB4,PAT_3415,GB4,L,-54.5720100402832,-8.13959789276123,46.222923278808594,0.0
632,PAT_3415,reading,LM,GE2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_GE2_TN.npy,0.0247286821705426,0.0101291989664082,True,-0.5872492,4.0456495,0,-0.019115329,GE2,PAT_3415,GE2,L,-61.34993743896485,6.042863368988037,14.233169555664062,0.0
633,PAT_3415,reading,LM,GE4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_GE4_TN.npy,0.0344961240310077,0.0041085271317829,True,-0.4948692,4.0598445,0,-0.115341775,GE4,PAT_3415,GE4,L,-66.04904174804688,-11.026780128479004,12.52425479888916,0.0
634,PAT_3415,reading,LM,GH1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_GH1_TN.npy,0.0148837209302325,0.0515503875968992,True,-0.99657416,3.8814292,0,0.25522327,GH1,PAT_3415,GH1,L,-47.83039093017578,17.030115127563477,-26.430438995361328,0.0
635,PAT_3415,reading,LM,OI1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_OI1_TN.npy,0.035968992248062,0.0131782945736434,True,-0.71442145,3.997405,0,0.041349266,OI1,PAT_3415,OI1,L,-15.737523078918455,-99.34224700927734,-16.28396224975586,0.0
636,PAT_3415,reading,LM,OI2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_OI2_TN.npy,0.0067183462532299,0.0647803617571059,True,-0.9871698,3.9017582,0,0.20107204,OI2,PAT_3415,OI2,L,-32.44135665893555,-94.12667083740234,-14.465670585632324,0.0
637,PAT_3415,reading,LM,OI4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_OI4_TN.npy,0.028656330749354,0.0164341085271317,True,-0.6761099,4.010348,0,0.059673853,OI4,PAT_3415,OI4,L,-41.48649215698242,-77.25370788574219,-15.781282424926758,0.0
638,PAT_3415,reading,LM,OS1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_OS1_TN.npy,0.2002067183462532,0.0027390180878552,True,8.186569,1.6193923,1,0.17561564,OS1,PAT_3415,OS1,L,-27.801631927490234,-97.9521026611328,-12.452997207641602,0.0
639,PAT_3415,reading,LM,OS2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_OS2_TN.npy,0.0358656330749354,0.0049095607235142,True,-0.5016348,4.0186906,1,0.074896224,OS2,PAT_3415,OS2,L,-29.930444717407227,-95.14698028564452,-3.702267408370972,0.0
640,PAT_3415,reading,LM,OS5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_OS5_TN.npy,0.0048837209302325,0.0441343669250646,True,-0.9722069,3.8878486,0,0.1633924,OS5,PAT_3415,OS5,L,-41.552547454833984,-84.82678985595703,23.0036678314209,0.0
641,PAT_3415,reading,LM,TA1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TA1_TN.npy,0.0050387596899224,0.0559173126614987,True,-0.93729603,3.7616007,0,0.27352542,TA1,PAT_3415,TA1,L,-32.87804412841797,-1.1251226663589478,-46.49178314208984,0.0
642,PAT_3415,reading,LM,TA2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TA2_TN.npy,0.0070025839793281,0.0624806201550387,True,-0.9959756,3.8098,0,0.26880693,TA2,PAT_3415,TA2,L,-37.307403564453125,-1.38478684425354,-46.44039916992188,0.0
643,PAT_3415,reading,LM,TA3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TA3_TN.npy,0.0047545219638242,0.0478811369509043,True,-0.96858186,3.8868108,0,0.24062228,TA3,PAT_3415,TA3,L,-47.44747543334961,-5.071282386779785,-36.11546325683594,0.0
644,PAT_3415,reading,LM,TA4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TA4_TN.npy,0.0052713178294573,0.0665891472868217,True,-1.0348278,3.8578987,0,0.2542974,TA4,PAT_3415,TA4,L,-61.923622131347656,-5.880796909332275,-27.053247451782227,0.0
645,PAT_3415,reading,LM,TA5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TA5_TN.npy,0.0047803617571059,0.0877260981912144,True,-1.0676383,3.847665,0,0.27682322,TA5,PAT_3415,TA5,L,-62.4727668762207,-11.133716583251951,-18.02324676513672,0.0
646,PAT_3415,reading,LM,TA6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TA6_TN.npy,0.0047028423772609,0.0986046511627907,True,-1.0960482,3.8952606,0,0.28883058,TA6,PAT_3415,TA6,L,-65.5450668334961,-16.180408477783203,-14.264688491821287,0.0
647,PAT_3415,reading,LM,TM1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TM1_TN.npy,0.0050129198966408,0.0624031007751938,True,-1.0314397,3.8500366,0,0.2789752,TM1,PAT_3415,TM1,L,-23.940412521362305,5.719496726989746,-45.34015274047852,0.0
648,PAT_3415,reading,LM,TM2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TM2_TN.npy,0.0074160206718346,0.0532299741602067,True,-0.966809,3.8271492,0,0.25186232,TM2,PAT_3415,TM2,L,-31.19391250610352,-4.764183521270752,-44.70231246948242,0.0
649,PAT_3415,reading,LM,TM3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TM3_TN.npy,0.0056072351421188,0.0507493540051679,True,-0.9537885,3.839741,0,0.25261772,TM3,PAT_3415,TM3,L,-38.16786575317383,-8.463098526000977,-45.24430465698242,0.0
650,PAT_3415,reading,LM,TM6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TM6_TN.npy,0.0048578811369509,0.095891472868217,True,-1.0727195,3.8565836,0,0.2821571,TM6,PAT_3415,TM6,L,-54.4908332824707,-29.25679588317871,-23.36612319946289,0.0
651,PAT_3415,reading,LM,TP4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TP4_TN.npy,0.0212144702842377,0.0283720930232558,True,-0.81048834,3.9776812,0,0.16561896,TP4,PAT_3415,TP4,L,-43.394187927246094,-65.40708923339844,-21.77320671081543,0.0
652,PAT_3455,audio,LM,AD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_AD5_TN.npy,0.0137984496124031,0.0446770025839793,True,-1.7473881,1.5470625,0,0.19003248,AD5,,,,,,,
